method,seed,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage,damage_budget
grounded_geometric_tamp,8,48,0.513088,0.028628,0.201183,0.023115,0.165687,0.016008,0.246528,0.055012,0.788194,0.100016,0.350694,0.067554,0.048611,0.043452,0.370060,0.019445,0.182312,0.036709,0.112515,0.039992,0.836806,0.075019,0.000000,0.000000,0.050000
grounded_geometric_tamp,9,48,0.514175,0.030561,0.211569,0.022581,0.173690,0.016910,0.274306,0.049106,0.763889,0.104228,0.239583,0.059883,0.055556,0.042766,0.356447,0.018743,0.195353,0.040063,0.102534,0.041986,0.819444,0.075861,0.000000,0.000000,0.050000
physics_aware_tamp,0,48,0.577660,0.029647,0.165237,0.017296,0.136959,0.011938,0.312500,0.055555,0.861111,0.093966,0.281250,0.060080,0.052083,0.042570,0.416435,0.016609,0.122723,0.030402,0.199976,0.038042,0.913194,0.057533,0.000000,0.000000,0.050000
physics_aware_tamp,1,48,0.584380,0.028901,0.159079,0.014992,0.133790,0.011008,0.399306,0.047390,0.868056,0.094280,0.312500,0.067122,0.062500,0.051121,0.421463,0.015349,0.111844,0.026426,0.211271,0.035112,0.930556,0.051314,0.000000,0.000000,0.050000
physics_aware_tamp,2,48,0.599441,0.028248,0.165500,0.018127,0.133905,0.011847,0.319444,0.051314,0.871528,0.094421,0.246528,0.051457,0.045139,0.038588,0.418316,0.018234,0.103578,0.029530,0.226346,0.037450,0.916667,0.063034,0.000000,0.000000,0.050000
physics_aware_tamp,3,48,0.544193,0.031420,0.152650,0.019521,0.126749,0.014581,0.378472,0.051227,0.871528,0.094421,0.329861,0.049106,0.041667,0.037037,0.407139,0.017713,0.156567,0.033036,0.166732,0.039765,0.913194,0.065960,0.000000,0.000000,0.050000
physics_aware_tamp,4,48,0.562674,0.030813,0.158228,0.017055,0.129193,0.012312,0.302083,0.051150,0.857639,0.094295,0.267361,0.065057,0.052083,0.041444,0.408692,0.015968,0.143376,0.030477,0.184566,0.036840,0.909722,0.057508,0.000000,0.000000,0.050000
physics_aware_tamp,5,48,0.552200,0.026787,0.157538,0.015595,0.129969,0.011447,0.340278,0.059130,0.857639,0.093792,0.347222,0.075235,0.059028,0.047140,0.413756,0.014416,0.144549,0.026000,0.175972,0.032676,0.916667,0.052378,0.000000,0.000000,0.050000
physics_aware_tamp,6,48,0.591805,0.028766,0.174300,0.020726,0.144451,0.014579,0.340278,0.070781,0.861111,0.093966,0.291667,0.060350,0.027778,0.035516,0.415897,0.022114,0.113107,0.034208,0.211196,0.040988,0.888889,0.078617,0.000000,0.000000,0.050000
physics_aware_tamp,7,48,0.574938,0.027711,0.163811,0.017721,0.134940,0.011948,0.329861,0.052818,0.861111,0.094468,0.364583,0.075751,0.055556,0.049912,0.421883,0.017982,0.116410,0.027574,0.202247,0.035385,0.916667,0.059957,0.000000,0.000000,0.050000
physics_aware_tamp,8,48,0.588066,0.029649,0.163593,0.017467,0.135610,0.012772,0.305556,0.051772,0.854167,0.093608,0.232639,0.065057,0.062500,0.054697,0.417729,0.016004,0.117947,0.029481,0.210097,0.037486,0.916667,0.055021,0.000000,0.000000,0.050000
physics_aware_tamp,9,48,0.578773,0.028771,0.159461,0.018065,0.131615,0.012394,0.347222,0.064395,0.871528,0.094421,0.270833,0.044172,0.045139,0.036053,0.416183,0.017159,0.122798,0.031012,0.203392,0.036937,0.916667,0.061515,0.000000,0.000000,0.050000
semantic_model_predictive_planner,0,48,0.461464,0.025359,0.202209,0.021713,0.165694,0.015437,0.368056,0.052340,0.774306,0.103159,0.336806,0.050996,0.062500,0.048266,0.371438,0.017769,0.219933,0.038198,0.049712,0.037433,0.836806,0.071135,0.000000,0.000000,0.050000
semantic_model_predictive_planner,1,48,0.471021,0.025006,0.202766,0.025182,0.167384,0.018225,0.375000,0.051005,0.774306,0.107646,0.298611,0.055838,0.059028,0.046125,0.370937,0.019584,0.213257,0.041380,0.057107,0.039236,0.833333,0.079017,0.000000,0.000000,0.050000
semantic_model_predictive_planner,2,48,0.469307,0.028311,0.196315,0.024358,0.158146,0.018071,0.368056,0.056679,0.788194,0.099542,0.309028,0.072126,0.062500,0.058053,0.373237,0.017973,0.210312,0.036653,0.063153,0.037188,0.850694,0.072290,0.000000,0.000000,0.050000
semantic_model_predictive_planner,3,48,0.496672,0.024648,0.221629,0.024640,0.181971,0.018248,0.371528,0.056076,0.767361,0.105986,0.236111,0.043316,0.041667,0.040688,0.368091,0.021680,0.194734,0.043420,0.076677,0.041001,0.809028,0.087532,0.000000,0.000000,0.050000
semantic_model_predictive_planner,4,48,0.448673,0.017113,0.186245,0.018890,0.151727,0.013068,0.402778,0.061387,0.805556,0.096450,0.430556,0.063656,0.048611,0.037618,0.378261,0.017507,0.223299,0.027894,0.047538,0.025766,0.854167,0.065698,0.000000,0.000000,0.050000
semantic_model_predictive_planner,5,48,0.477446,0.027270,0.215778,0.024547,0.173255,0.017418,0.336806,0.062650,0.774306,0.101774,0.284722,0.063749,0.034722,0.032198,0.364510,0.020204,0.212670,0.040423,0.059457,0.038472,0.809028,0.083663,0.000000,0.000000,0.050000
semantic_model_predictive_planner,6,48,0.477866,0.020101,0.212918,0.022642,0.174191,0.016153,0.409722,0.052340,0.774306,0.101308,0.312500,0.058863,0.038194,0.031124,0.370135,0.019290,0.207527,0.034698,0.062666,0.031571,0.812500,0.079984,0.000000,0.000000,0.050000
semantic_model_predictive_planner,7,48,0.454060,0.023092,0.197323,0.020719,0.159568,0.014477,0.385417,0.060080,0.791667,0.099428,0.326389,0.056679,0.045139,0.034716,0.367840,0.017584,0.227004,0.035104,0.044397,0.034059,0.836806,0.072453,0.000000,0.000000,0.050000
semantic_model_predictive_planner,8,48,0.470742,0.021573,0.202828,0.020815,0.167003,0.015674,0.340278,0.059130,0.784722,0.098211,0.322917,0.050918,0.062500,0.052038,0.375976,0.017203,0.209307,0.033303,0.059950,0.031780,0.847222,0.065848,0.000000,0.000000,0.050000
semantic_model_predictive_planner,9,48,0.435227,0.025336,0.191437,0.021962,0.155955,0.016348,0.378472,0.060538,0.781250,0.099264,0.381944,0.051429,0.052083,0.044737,0.367308,0.016197,0.244148,0.034604,0.025137,0.034704,0.833333,0.072133,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,0,48,0.360474,0.030118,0.311438,0.030945,0.251122,0.024545,0.416667,0.058358,0.510417,0.096485,0.250000,0.049595,0.013889,0.016372,0.297767,0.024090,0.407795,0.051982,-0.141030,0.053291,0.524306,0.091753,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,1,48,0.369567,0.034098,0.291849,0.033367,0.238889,0.028408,0.413194,0.052369,0.545139,0.104185,0.281250,0.063896,0.027778,0.031266,0.307476,0.024436,0.385109,0.055771,-0.118345,0.057415,0.572917,0.096730,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,2,48,0.369418,0.030827,0.316424,0.032774,0.252828,0.027690,0.468750,0.058079,0.496528,0.097501,0.267361,0.069962,0.020833,0.018518,0.304893,0.024899,0.401027,0.052992,-0.130865,0.056172,0.517361,0.090324,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,3,48,0.339470,0.029028,0.256161,0.029918,0.209462,0.024230,0.468750,0.052967,0.600694,0.094170,0.409722,0.077175,0.031250,0.028616,0.318199,0.021136,0.395621,0.042253,-0.127726,0.043930,0.631944,0.081352,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,4,48,0.347120,0.026159,0.289615,0.026735,0.233140,0.021821,0.413194,0.058350,0.531250,0.085158,0.336806,0.057943,0.031250,0.034602,0.307941,0.019680,0.408679,0.038873,-0.140553,0.042383,0.562500,0.075731,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,5,48,0.345978,0.026299,0.263240,0.028692,0.211250,0.022972,0.472222,0.061000,0.593750,0.093244,0.427083,0.067320,0.027778,0.026339,0.321447,0.021236,0.390005,0.042299,-0.121309,0.044988,0.621528,0.081805,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,6,48,0.364764,0.027294,0.266756,0.023997,0.215069,0.019050,0.458333,0.059562,0.597222,0.087986,0.416667,0.059163,0.027778,0.026339,0.321478,0.020799,0.369468,0.040257,-0.102325,0.042443,0.625000,0.075653,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,7,48,0.353341,0.020914,0.273652,0.027606,0.219997,0.021921,0.465278,0.054118,0.586806,0.089138,0.444444,0.069687,0.017361,0.017506,0.320135,0.020432,0.386584,0.036028,-0.118232,0.037019,0.604167,0.081158,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,8,48,0.338568,0.023023,0.239842,0.021797,0.195509,0.017308,0.489583,0.054508,0.631944,0.085325,0.486111,0.054877,0.038194,0.031124,0.330185,0.017615,0.381233,0.034542,-0.114984,0.037179,0.670139,0.065600,0.000000,0.000000,0.050000
learned_failure_classifier_tamp,9,48,0.361912,0.029583,0.243327,0.022456,0.197249,0.018790,0.388889,0.058628,0.645833,0.087334,0.454861,0.054796,0.034722,0.032198,0.331642,0.019693,0.355929,0.038953,-0.089693,0.040447,0.680556,0.070698,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,0,48,0.461368,0.015979,0.173787,0.007607,0.145551,0.006642,0.493056,0.056679,0.868056,0.094280,0.385417,0.068883,0.059028,0.049106,0.368489,0.009218,0.182421,0.013343,0.084344,0.017225,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,1,48,0.443369,0.024139,0.165520,0.010983,0.139725,0.009868,0.479167,0.052038,0.875000,0.094551,0.472222,0.079811,0.072917,0.059088,0.367699,0.008900,0.199432,0.021625,0.067332,0.024191,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,2,48,0.430258,0.020006,0.164665,0.008432,0.134348,0.007719,0.510417,0.069055,0.864583,0.094128,0.395833,0.061226,0.045139,0.036053,0.358585,0.007388,0.216079,0.016872,0.054083,0.021255,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,3,48,0.458550,0.017773,0.171648,0.007184,0.144085,0.006866,0.472222,0.059429,0.871528,0.094421,0.399306,0.063587,0.065972,0.053042,0.367824,0.007967,0.186294,0.016553,0.081600,0.018067,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,4,48,0.443552,0.019153,0.173576,0.008578,0.143402,0.007263,0.486111,0.054008,0.871528,0.094421,0.357639,0.070131,0.045139,0.036053,0.357812,0.010296,0.204611,0.017942,0.063515,0.019928,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,5,48,0.408312,0.024482,0.152058,0.007740,0.126215,0.006911,0.506944,0.068747,0.871528,0.094421,0.451389,0.048591,0.079861,0.060733,0.359293,0.009077,0.236189,0.025151,0.032507,0.027977,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,6,48,0.433003,0.025381,0.161724,0.010428,0.134647,0.008277,0.545139,0.053926,0.868056,0.094280,0.420139,0.062271,0.076389,0.062247,0.364997,0.008352,0.209850,0.022731,0.057292,0.027478,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,7,48,0.391295,0.020237,0.141223,0.008020,0.116578,0.006432,0.503472,0.061121,0.871528,0.094421,0.555556,0.071694,0.072917,0.057465,0.370150,0.008560,0.245865,0.018574,0.022487,0.022536,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,8,48,0.465568,0.017370,0.179354,0.009767,0.148544,0.007931,0.437500,0.055555,0.871528,0.094421,0.343750,0.071080,0.059028,0.048133,0.364304,0.009330,0.181332,0.014560,0.084917,0.016471,1.000000,0.000000,0.000000,0.000000,0.050000
proposed_abstraction_failure_audit_v4,9,48,0.418220,0.025619,0.155269,0.010086,0.129588,0.008202,0.500000,0.057542,0.868056,0.094280,0.479167,0.065698,0.079861,0.063772,0.364729,0.008372,0.222895,0.022638,0.043341,0.027138,1.000000,0.000000,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,0,48,0.230800,0.018679,0.457749,0.021378,0.359663,0.018625,0.555556,0.055306,0.152778,0.042210,0.180556,0.042210,0.010417,0.015088,0.236069,0.010549,0.668732,0.033264,-0.401967,0.037371,0.163194,0.041823,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,1,48,0.242158,0.019240,0.460307,0.020533,0.362529,0.017471,0.545139,0.051227,0.145833,0.046264,0.197917,0.048296,0.003472,0.006806,0.234705,0.012073,0.656180,0.033291,-0.389417,0.036445,0.149306,0.045868,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,2,48,0.256158,0.020665,0.442354,0.023069,0.339595,0.018526,0.600694,0.056496,0.190972,0.054145,0.222222,0.056991,0.006944,0.009522,0.248132,0.014428,0.625125,0.036446,-0.354964,0.039561,0.197917,0.052967,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,3,48,0.226794,0.023085,0.407399,0.022904,0.320752,0.019471,0.524306,0.070131,0.236111,0.050383,0.281250,0.046804,0.017361,0.024296,0.250969,0.010618,0.640407,0.027308,-0.372512,0.030272,0.253472,0.049585,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,4,48,0.245310,0.018010,0.441516,0.018104,0.345080,0.015089,0.524306,0.072779,0.180556,0.045448,0.211806,0.053042,0.006944,0.009522,0.242521,0.011466,0.639211,0.028853,-0.371085,0.032079,0.187500,0.044172,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,5,48,0.246331,0.020168,0.423049,0.017888,0.328489,0.014891,0.472222,0.066917,0.225694,0.046125,0.256944,0.047608,0.006944,0.009522,0.252330,0.011544,0.625224,0.030106,-0.356528,0.033856,0.232639,0.044295,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,6,48,0.272511,0.019157,0.399915,0.019003,0.317635,0.017051,0.552083,0.057670,0.281250,0.055155,0.326389,0.065937,0.003472,0.006806,0.270424,0.015248,0.578857,0.033387,-0.311714,0.035187,0.284722,0.054118,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,7,48,0.267188,0.015712,0.395205,0.017790,0.307621,0.012818,0.552083,0.061635,0.281250,0.047804,0.326389,0.052340,0.010417,0.011534,0.269271,0.011264,0.579963,0.023888,-0.311611,0.026011,0.291667,0.044038,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,8,48,0.254974,0.016370,0.444733,0.012960,0.349031,0.013184,0.541667,0.062658,0.184028,0.040384,0.229167,0.038447,0.006944,0.009522,0.247188,0.011145,0.628508,0.025192,-0.362259,0.029474,0.190972,0.038893,0.000000,0.000000,0.050000
risk_bounded_abstraction_failure_audit_v5,9,48,0.237327,0.018624,0.420914,0.029608,0.329406,0.024028,0.552083,0.056844,0.218750,0.060863,0.302083,0.062776,0.017361,0.022264,0.251229,0.012166,0.634060,0.029933,-0.367824,0.032987,0.236111,0.059826,0.000000,0.000000,0.050000
llm_tamp_failure_reasoning,0,48,0.411848,0.022463,0.178732,0.021734,0.145723,0.014810,0.406250,0.052293,0.788194,0.098587,0.368056,0.041218,0.048611,0.037618,0.345522,0.015979,0.259466,0.033915,0.013143,0.032678,0.836806,0.069793,0.010417,0.011534,0.080000
llm_tamp_failure_reasoning,1,48,0.434131,0.034263,0.184179,0.029023,0.151067,0.021308,0.333333,0.055874,0.791667,0.105431,0.340278,0.074683,0.031250,0.031751,0.349517,0.021795,0.235759,0.044439,0.036742,0.043574,0.822917,0.089887,0.010417,0.011534,0.080000
llm_tamp_failure_reasoning,2,48,0.414144,0.030396,0.163684,0.023698,0.130783,0.016168,0.322917,0.055369,0.819444,0.098151,0.350694,0.065420,0.055556,0.049912,0.346291,0.016796,0.250374,0.034414,0.026269,0.035641,0.875000,0.068431,0.017361,0.022264,0.080000
llm_tamp_failure_reasoning,3,48,0.423102,0.033230,0.179721,0.023550,0.148544,0.017887,0.378472,0.043213,0.784722,0.099170,0.319444,0.054877,0.052083,0.046804,0.346970,0.019109,0.250904,0.042006,0.023684,0.041998,0.836806,0.073103,0.010417,0.011534,0.080000
llm_tamp_failure_reasoning,4,48,0.413366,0.029022,0.164850,0.021936,0.134900,0.015711,0.371528,0.058552,0.802083,0.099026,0.402778,0.070698,0.069444,0.054877,0.356360,0.016253,0.248211,0.035619,0.025121,0.035556,0.871528,0.060927,0.013889,0.013170,0.080000
llm_tamp_failure_reasoning,5,48,0.382923,0.026214,0.151092,0.020911,0.123732,0.015353,0.420139,0.051457,0.815972,0.096893,0.444444,0.066917,0.062500,0.050187,0.351517,0.014203,0.273228,0.030539,-0.000601,0.030324,0.878472,0.059752,0.020833,0.020917,0.080000
llm_tamp_failure_reasoning,6,48,0.391458,0.026896,0.151701,0.021930,0.126990,0.016479,0.375000,0.061129,0.809028,0.098707,0.486111,0.082435,0.059028,0.050996,0.356231,0.017524,0.261667,0.034299,0.009088,0.034277,0.868056,0.067357,0.017361,0.017506,0.080000
llm_tamp_failure_reasoning,7,48,0.401039,0.027830,0.171465,0.024227,0.138973,0.016913,0.364583,0.045263,0.788194,0.100957,0.402778,0.058223,0.052083,0.041444,0.345711,0.017479,0.265758,0.035923,0.007163,0.035235,0.840278,0.072105,0.017361,0.020027,0.080000
llm_tamp_failure_reasoning,8,48,0.399019,0.024460,0.167887,0.023245,0.136394,0.016692,0.343750,0.049981,0.802083,0.098547,0.395833,0.050187,0.055556,0.046983,0.344227,0.014715,0.267182,0.031931,0.004699,0.030263,0.857639,0.068077,0.006944,0.013611,0.080000
llm_tamp_failure_reasoning,9,48,0.452246,0.031063,0.200473,0.028148,0.163435,0.020400,0.322917,0.052744,0.784722,0.101060,0.270833,0.072541,0.020833,0.025035,0.348980,0.022793,0.225050,0.044160,0.047560,0.043479,0.805556,0.090373,0.000000,0.000000,0.080000
runtime_monitor_replanner,0,48,0.299416,0.028530,0.210002,0.035106,0.169433,0.028938,0.194444,0.035516,0.552083,0.092352,0.434028,0.073907,0.052083,0.050686,0.279538,0.014450,0.386048,0.040177,-0.119283,0.044838,0.753472,0.074703,0.017361,0.017506,0.080000
runtime_monitor_replanner,1,48,0.276202,0.027035,0.174292,0.024170,0.138103,0.017782,0.211806,0.046381,0.635417,0.088428,0.479167,0.062752,0.048611,0.043452,0.286128,0.014940,0.389593,0.038070,-0.122829,0.039965,0.805556,0.053569,0.006944,0.009522,0.080000
runtime_monitor_replanner,2,48,0.323046,0.031454,0.213635,0.018353,0.167661,0.014284,0.204861,0.053486,0.559028,0.075019,0.413194,0.059155,0.031250,0.031751,0.282931,0.014033,0.358904,0.041366,-0.088742,0.044297,0.753472,0.047639,0.017361,0.014556,0.080000
runtime_monitor_replanner,3,48,0.317987,0.028662,0.208846,0.018215,0.167121,0.014366,0.184028,0.046888,0.572917,0.077754,0.475694,0.051457,0.045139,0.034716,0.285583,0.013501,0.362977,0.038905,-0.095083,0.042362,0.753472,0.047639,0.000000,0.000000,0.080000
runtime_monitor_replanner,4,48,0.275639,0.031348,0.181500,0.017942,0.143471,0.014031,0.197917,0.056427,0.614583,0.083191,0.520833,0.056400,0.052083,0.040287,0.282194,0.015094,0.396245,0.042762,-0.128119,0.046136,0.788194,0.045350,0.020833,0.018518,0.080000
runtime_monitor_replanner,5,48,0.258250,0.024216,0.242062,0.020626,0.189882,0.016759,0.256944,0.048591,0.475694,0.070131,0.371528,0.041539,0.045139,0.036053,0.252354,0.013124,0.456879,0.040193,-0.188183,0.043752,0.673611,0.056679,0.010417,0.015088,0.080000
runtime_monitor_replanner,6,48,0.276221,0.026830,0.219476,0.024190,0.175569,0.020394,0.184028,0.053486,0.524306,0.082525,0.416667,0.053273,0.041667,0.034388,0.265309,0.014928,0.419390,0.040284,-0.152247,0.044386,0.718750,0.059288,0.013889,0.019043,0.080000
runtime_monitor_replanner,7,48,0.283517,0.028670,0.229705,0.028554,0.183987,0.024261,0.194444,0.046983,0.506944,0.086973,0.361111,0.068316,0.045139,0.036053,0.264590,0.016599,0.419162,0.046475,-0.150810,0.050526,0.701389,0.068747,0.024306,0.023804,0.080000
runtime_monitor_replanner,8,48,0.243157,0.033418,0.174153,0.023105,0.139827,0.018408,0.218750,0.042570,0.614583,0.082620,0.548611,0.052340,0.065972,0.052142,0.274326,0.013395,0.431660,0.042570,-0.165411,0.046272,0.781250,0.050686,0.027778,0.024477,0.080000
runtime_monitor_replanner,9,48,0.276522,0.024714,0.210446,0.029397,0.167167,0.023254,0.236111,0.045448,0.538194,0.089799,0.423611,0.067357,0.041667,0.037037,0.269333,0.015225,0.411086,0.037769,-0.144850,0.040467,0.746528,0.066673,0.006944,0.009522,0.080000
grounded_geometric_tamp,0,48,0.442707,0.033268,0.181453,0.024157,0.148381,0.017315,0.333333,0.059163,0.798611,0.099646,0.315972,0.058552,0.045139,0.037342,0.355328,0.018179,0.244690,0.036450,0.043892,0.039518,0.843750,0.073694,0.020833,0.018518,0.080000
grounded_geometric_tamp,1,48,0.492616,0.025561,0.203688,0.021873,0.167397,0.015952,0.284722,0.048591,0.777778,0.100767,0.295139,0.055226,0.045139,0.036053,0.366256,0.019658,0.199686,0.034732,0.090124,0.035847,0.822917,0.075595,0.003472,0.006806,0.080000
grounded_geometric_tamp,2,48,0.426111,0.026324,0.176952,0.022894,0.140874,0.014987,0.267361,0.052142,0.802083,0.095128,0.406250,0.077754,0.038194,0.031124,0.361590,0.015677,0.252188,0.026910,0.035181,0.028746,0.840278,0.070781,0.020833,0.015759,0.080000
grounded_geometric_tamp,3,48,0.435137,0.022286,0.172346,0.022722,0.143553,0.016780,0.312500,0.049236,0.805556,0.098871,0.350694,0.060927,0.052083,0.043667,0.367988,0.017145,0.241262,0.028771,0.044763,0.029444,0.857639,0.069453,0.006944,0.009522,0.080000
grounded_geometric_tamp,4,48,0.432796,0.033181,0.185998,0.027480,0.150385,0.019696,0.270833,0.050187,0.770833,0.105487,0.253472,0.056705,0.055556,0.044924,0.347676,0.018674,0.263057,0.040682,0.028115,0.042603,0.826389,0.078391,0.013889,0.019043,0.080000
grounded_geometric_tamp,5,48,0.460879,0.027324,0.189332,0.024365,0.155001,0.017294,0.284722,0.052340,0.791667,0.101779,0.277778,0.043859,0.034722,0.027439,0.361383,0.020993,0.229584,0.037037,0.061851,0.039073,0.826389,0.081352,0.003472,0.006806,0.080000
grounded_geometric_tamp,6,48,0.454762,0.027651,0.182275,0.023467,0.151469,0.017175,0.256944,0.053236,0.798611,0.100119,0.361111,0.066206,0.041667,0.040688,0.368100,0.020372,0.225287,0.035824,0.061215,0.037291,0.840278,0.078992,0.006944,0.009522,0.080000
grounded_geometric_tamp,7,48,0.428132,0.022291,0.173554,0.022362,0.141362,0.015792,0.222222,0.040494,0.798611,0.099646,0.357639,0.050530,0.048611,0.040054,0.363507,0.017286,0.249298,0.030374,0.037183,0.030880,0.847222,0.072023,0.006944,0.009522,0.080000
grounded_geometric_tamp,8,48,0.438168,0.024449,0.182537,0.025340,0.150548,0.017824,0.246528,0.055012,0.788194,0.100016,0.350694,0.067554,0.048611,0.043452,0.367291,0.018829,0.239343,0.032762,0.043807,0.033932,0.836806,0.075019,0.010417,0.011534,0.080000
grounded_geometric_tamp,9,48,0.462606,0.034077,0.198440,0.024343,0.162644,0.018317,0.274306,0.049106,0.763889,0.104228,0.239583,0.059883,0.055556,0.042766,0.352462,0.018394,0.236779,0.040481,0.054040,0.043147,0.819444,0.075861,0.006944,0.013611,0.080000
physics_aware_tamp,0,48,0.499317,0.032701,0.148785,0.018899,0.123598,0.013206,0.312500,0.055555,0.861111,0.093966,0.281250,0.060080,0.052083,0.042570,0.409703,0.016080,0.184551,0.030035,0.123623,0.038536,0.913194,0.057533,0.020833,0.015759,0.080000
physics_aware_tamp,1,48,0.504281,0.035779,0.143153,0.016947,0.120216,0.012583,0.399306,0.047390,0.868056,0.094280,0.312500,0.067122,0.062500,0.051121,0.408426,0.014644,0.179162,0.031078,0.130658,0.040188,0.930556,0.051314,0.017361,0.017506,0.080000
physics_aware_tamp,2,48,0.545884,0.027762,0.155924,0.018759,0.126703,0.012123,0.319444,0.051314,0.871528,0.094421,0.246528,0.051457,0.045139,0.038588,0.416988,0.017791,0.141995,0.028515,0.174920,0.035732,0.916667,0.063034,0.010417,0.015088,0.080000
physics_aware_tamp,3,48,0.470330,0.032774,0.138510,0.020456,0.115424,0.015093,0.378472,0.051227,0.871528,0.094421,0.329861,0.049106,0.041667,0.037037,0.400958,0.017761,0.214340,0.032566,0.094320,0.039896,0.913194,0.065960,0.006944,0.009522,0.080000
physics_aware_tamp,4,48,0.498397,0.029924,0.150176,0.017480,0.123633,0.012448,0.302083,0.051150,0.857639,0.094295,0.267361,0.065057,0.052083,0.041444,0.410923,0.016106,0.184508,0.029096,0.123858,0.034930,0.909722,0.057508,0.003472,0.006806,0.080000
physics_aware_tamp,5,48,0.478008,0.034388,0.140295,0.017410,0.115996,0.012957,0.340278,0.059130,0.857639,0.093792,0.347222,0.075235,0.059028,0.047140,0.404606,0.014144,0.208222,0.031517,0.102352,0.037539,0.916667,0.052378,0.013889,0.016372,0.080000
physics_aware_tamp,6,48,0.526437,0.028327,0.162298,0.021496,0.135550,0.015040,0.340278,0.070781,0.861111,0.093966,0.291667,0.060350,0.027778,0.035516,0.416435,0.021894,0.157674,0.032236,0.149806,0.038564,0.888889,0.078617,0.010417,0.011534,0.080000
physics_aware_tamp,7,48,0.498329,0.033656,0.149433,0.019489,0.123073,0.013484,0.329861,0.052818,0.861111,0.094468,0.364583,0.075751,0.055556,0.049912,0.417151,0.017780,0.174785,0.030917,0.127842,0.038371,0.916667,0.059957,0.010417,0.011534,0.080000
physics_aware_tamp,8,48,0.534968,0.034447,0.152614,0.018735,0.126704,0.013960,0.305556,0.051772,0.854167,0.093608,0.232639,0.065057,0.062500,0.054697,0.409644,0.015745,0.163520,0.033225,0.156509,0.040689,0.916667,0.055021,0.020833,0.028565,0.080000
physics_aware_tamp,9,48,0.521848,0.031054,0.147517,0.019401,0.121887,0.013414,0.347222,0.064395,0.871528,0.094421,0.270833,0.044172,0.045139,0.036053,0.411902,0.016502,0.167850,0.031030,0.148031,0.037388,0.916667,0.061515,0.013889,0.016372,0.080000
semantic_model_predictive_planner,0,48,0.398862,0.023474,0.181919,0.024310,0.149444,0.017617,0.368056,0.052340,0.774306,0.103159,0.336806,0.050996,0.062500,0.048266,0.368279,0.016799,0.276809,0.034605,-0.008095,0.033128,0.836806,0.071135,0.017361,0.022264,0.080000
semantic_model_predictive_planner,1,48,0.425070,0.023539,0.189681,0.026868,0.156757,0.019558,0.375000,0.051005,0.774306,0.107646,0.298611,0.055838,0.059028,0.046125,0.369381,0.019293,0.253879,0.038355,0.015383,0.036168,0.833333,0.079017,0.010417,0.011534,0.080000
semantic_model_predictive_planner,2,48,0.414119,0.033007,0.179148,0.026079,0.143921,0.019568,0.368056,0.056679,0.788194,0.099542,0.309028,0.072126,0.062500,0.058053,0.365548,0.017136,0.263146,0.038556,0.009726,0.039118,0.850694,0.072290,0.034722,0.029111,0.080000
