method,split,task,failure_family,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
oracle_mechanics_preserving_planner,language_ambiguity_shift,deformable_object_packing,erased_contact_force,10,0.541137,0.003302,0.194090,0.003724,0.167221,0.003565,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.135070,0.001968,0.210726,0.007102,1.000000,0.000000,0.800000,0.106689
oracle_mechanics_preserving_planner,language_ambiguity_shift,deformable_object_packing,friction_state_aliasing,10,0.610521,0.002965,0.148474,0.004141,0.135216,0.002488,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262400,0.000000,0.058223,0.001296,0.316843,0.005898,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,deformable_object_packing,hidden_support_relation,10,0.540113,0.002428,0.195545,0.002792,0.144884,0.003526,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.144955,0.001461,0.224940,0.005429,1.000000,0.000000,0.983333,0.032667
oracle_mechanics_preserving_planner,language_ambiguity_shift,deformable_object_packing,temporal_precondition_loss,10,0.472092,0.003461,0.150561,0.004762,0.111451,0.003572,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192000,0.000000,0.162959,0.002411,0.223882,0.006419,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,deformable_object_packing,tool_affordance_misabstraction,10,0.544515,0.002476,0.187624,0.004458,0.152274,0.004023,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.130758,0.001400,0.228615,0.004584,1.000000,0.000000,0.983333,0.032667
oracle_mechanics_preserving_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,10,0.675393,0.002059,0.134288,0.002688,0.100589,0.003086,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.347600,0.000000,0.000000,0.000000,0.379089,0.004108,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,compliance_recovery_erasure,10,0.524169,0.002207,0.177473,0.002665,0.158872,0.003439,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.140556,0.001327,0.209407,0.004941,1.000000,0.000000,0.950000,0.069723
oracle_mechanics_preserving_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,deformable_constraint_erasure,10,0.519011,0.002754,0.181899,0.003778,0.177765,0.002993,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.135546,0.001607,0.188078,0.005548,1.000000,0.000000,0.583333,0.131120
oracle_mechanics_preserving_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,erased_contact_force,10,0.541732,0.004000,0.185320,0.005060,0.147501,0.003446,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.141327,0.002345,0.230606,0.008129,1.000000,0.000000,0.966667,0.043556
oracle_mechanics_preserving_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,friction_state_aliasing,10,0.630352,0.002145,0.144159,0.002526,0.118668,0.003590,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262400,0.000000,0.045427,0.000989,0.351091,0.004855,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,hidden_support_relation,10,0.532668,0.002797,0.194948,0.003937,0.131360,0.003926,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.156011,0.001642,0.227579,0.005811,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,temporal_precondition_loss,10,0.505091,0.003049,0.140768,0.003326,0.097584,0.002021,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192000,0.000000,0.136166,0.002094,0.272545,0.005902,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,10,0.541333,0.003111,0.182288,0.004759,0.136207,0.002512,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.139294,0.001774,0.240097,0.005730,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tabletop_manipulation_with_support,clearance_tolerance_collapse,10,0.674825,0.003071,0.133651,0.003185,0.102584,0.002725,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.346000,0.000000,0.000000,0.000000,0.378127,0.005978,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tabletop_manipulation_with_support,compliance_recovery_erasure,10,0.541051,0.003124,0.169887,0.003683,0.159913,0.002599,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.126474,0.001844,0.229939,0.006483,1.000000,0.000000,0.900000,0.072229
oracle_mechanics_preserving_planner,language_ambiguity_shift,tabletop_manipulation_with_support,deformable_constraint_erasure,10,0.532425,0.002665,0.179356,0.002469,0.178698,0.004486,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.123441,0.001641,0.202296,0.006394,1.000000,0.000000,0.533333,0.136002
oracle_mechanics_preserving_planner,language_ambiguity_shift,tabletop_manipulation_with_support,erased_contact_force,10,0.553563,0.003290,0.184671,0.003727,0.149132,0.003255,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.130149,0.001956,0.241639,0.007006,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tabletop_manipulation_with_support,friction_state_aliasing,10,0.628985,0.001866,0.142075,0.002896,0.121271,0.001222,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262400,0.000000,0.047679,0.000799,0.349058,0.003523,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tabletop_manipulation_with_support,hidden_support_relation,10,0.545711,0.003227,0.193990,0.004883,0.130366,0.002247,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.144054,0.001840,0.241894,0.005923,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tabletop_manipulation_with_support,temporal_precondition_loss,10,0.501865,0.003372,0.139725,0.003140,0.099368,0.002938,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192000,0.000000,0.140002,0.002294,0.268640,0.006870,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tabletop_manipulation_with_support,tool_affordance_misabstraction,10,0.552455,0.003848,0.181442,0.005613,0.140065,0.002911,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.128596,0.002209,0.248932,0.007258,1.000000,0.000000,0.983333,0.032667
oracle_mechanics_preserving_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,clearance_tolerance_collapse,10,0.668857,0.001512,0.135154,0.001263,0.111680,0.002698,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.340400,0.000000,0.000000,0.000000,0.367090,0.003375,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,compliance_recovery_erasure,10,0.528710,0.001945,0.175993,0.002981,0.170684,0.002896,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.137949,0.001131,0.206302,0.003929,1.000000,0.000000,0.766667,0.087111
oracle_mechanics_preserving_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,deformable_constraint_erasure,10,0.520936,0.001435,0.183879,0.002065,0.190128,0.003191,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.134452,0.000870,0.179953,0.003381,1.000000,0.000000,0.266667,0.099798
oracle_mechanics_preserving_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,erased_contact_force,10,0.542950,0.003778,0.188640,0.004645,0.159268,0.004885,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.140617,0.002247,0.221426,0.008125,1.000000,0.000000,0.916667,0.054444
oracle_mechanics_preserving_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,friction_state_aliasing,10,0.619133,0.002506,0.145629,0.003785,0.127308,0.002108,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262400,0.000000,0.057174,0.001083,0.332798,0.004854,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,hidden_support_relation,10,0.533463,0.003608,0.200158,0.005291,0.140781,0.003470,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.155465,0.002079,0.218568,0.006935,1.000000,0.000000,0.983333,0.032667
oracle_mechanics_preserving_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,temporal_precondition_loss,10,0.485662,0.003909,0.143950,0.004542,0.106770,0.002373,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192000,0.000000,0.156373,0.002702,0.244656,0.007399,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,language_ambiguity_shift,tool_use_with_hidden_leverage,tool_affordance_misabstraction,10,0.543309,0.002212,0.184372,0.002879,0.148242,0.002944,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232000,0.000000,0.138160,0.001309,0.232200,0.004692,1.000000,0.000000,0.966667,0.043556
oracle_mechanics_preserving_planner,mechanics_ood_shift,articulated_fixture_assembly,clearance_tolerance_collapse,10,0.641021,0.002365,0.151054,0.002630,0.130657,0.002185,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.357100,0.000000,0.000000,0.000000,0.309354,0.004558,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,articulated_fixture_assembly,compliance_recovery_erasure,10,0.493285,0.002352,0.200372,0.003462,0.207438,0.003106,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.149356,0.001368,0.129644,0.004728,1.000000,0.000000,0.066667,0.053344
oracle_mechanics_preserving_planner,mechanics_ood_shift,articulated_fixture_assembly,deformable_constraint_erasure,10,0.486577,0.003688,0.213410,0.004485,0.214640,0.004196,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.144841,0.002186,0.110188,0.007814,1.000000,0.000000,0.016667,0.032667
oracle_mechanics_preserving_planner,mechanics_ood_shift,articulated_fixture_assembly,erased_contact_force,10,0.514005,0.003411,0.206853,0.003992,0.190256,0.004629,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.148130,0.002043,0.158975,0.007501,1.000000,0.000000,0.266667,0.155524
oracle_mechanics_preserving_planner,mechanics_ood_shift,articulated_fixture_assembly,friction_state_aliasing,10,0.583350,0.003858,0.169793,0.004414,0.151324,0.003950,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264200,0.000000,0.066491,0.001733,0.264953,0.008175,1.000000,0.000000,0.983333,0.032667
oracle_mechanics_preserving_planner,mechanics_ood_shift,articulated_fixture_assembly,hidden_support_relation,10,0.499609,0.003037,0.224722,0.003422,0.173058,0.003244,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.165824,0.001810,0.146598,0.006527,1.000000,0.000000,0.566667,0.111045
oracle_mechanics_preserving_planner,mechanics_ood_shift,articulated_fixture_assembly,temporal_precondition_loss,10,0.441235,0.003221,0.174279,0.003357,0.132465,0.003908,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.193500,0.000000,0.177661,0.002190,0.163508,0.006664,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,articulated_fixture_assembly,tool_affordance_misabstraction,10,0.503003,0.004850,0.218257,0.005798,0.180436,0.004182,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.152203,0.002861,0.148431,0.010048,1.000000,0.000000,0.533333,0.126985
oracle_mechanics_preserving_planner,mechanics_ood_shift,container_insertion_clearance,clearance_tolerance_collapse,10,0.638723,0.004544,0.154406,0.004578,0.130142,0.003607,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.372300,0.000000,0.000000,0.000000,0.299099,0.008815,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,container_insertion_clearance,compliance_recovery_erasure,10,0.501199,0.002718,0.199799,0.002897,0.202132,0.002972,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.135916,0.001628,0.141710,0.005935,1.000000,0.000000,0.133333,0.065333
oracle_mechanics_preserving_planner,mechanics_ood_shift,container_insertion_clearance,deformable_constraint_erasure,10,0.496969,0.003015,0.207589,0.003426,0.212424,0.004417,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.130089,0.001816,0.125552,0.006771,1.000000,0.000000,0.016667,0.032667
oracle_mechanics_preserving_planner,mechanics_ood_shift,container_insertion_clearance,erased_contact_force,10,0.518647,0.003258,0.209334,0.004890,0.187972,0.004559,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.136660,0.001894,0.163824,0.006561,1.000000,0.000000,0.266667,0.121254
oracle_mechanics_preserving_planner,mechanics_ood_shift,container_insertion_clearance,friction_state_aliasing,10,0.586622,0.003242,0.165532,0.004115,0.152151,0.004528,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264200,0.000000,0.058276,0.001464,0.270101,0.006992,1.000000,0.000000,0.966667,0.065333
oracle_mechanics_preserving_planner,mechanics_ood_shift,container_insertion_clearance,hidden_support_relation,10,0.509534,0.003022,0.219566,0.004076,0.170853,0.004906,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.151339,0.001799,0.161102,0.006596,1.000000,0.000000,0.600000,0.130667
oracle_mechanics_preserving_planner,mechanics_ood_shift,container_insertion_clearance,temporal_precondition_loss,10,0.446679,0.003328,0.171377,0.004923,0.128889,0.002744,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.193500,0.000000,0.167084,0.002343,0.173211,0.005792,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,container_insertion_clearance,tool_affordance_misabstraction,10,0.514806,0.002500,0.210450,0.002256,0.178141,0.004504,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.136642,0.001549,0.166414,0.006113,1.000000,0.000000,0.550000,0.154377
oracle_mechanics_preserving_planner,mechanics_ood_shift,deformable_object_packing,clearance_tolerance_collapse,10,0.637349,0.002576,0.151529,0.002443,0.136904,0.002871,1.000000,0.000000,1.000000,0.000000,0.016667,0.032667,0.000000,0.000000,0.353100,0.000000,0.000000,0.000000,0.302589,0.005204,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,deformable_object_packing,compliance_recovery_erasure,10,0.490084,0.002179,0.204950,0.002400,0.214060,0.004831,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.152014,0.001357,0.119019,0.005489,1.000000,0.000000,0.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,deformable_object_packing,deformable_constraint_erasure,10,0.487868,0.003698,0.211952,0.005234,0.220492,0.004103,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.144907,0.002150,0.108111,0.007367,1.000000,0.000000,0.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,deformable_object_packing,erased_contact_force,10,0.512419,0.002884,0.207622,0.004270,0.199599,0.004954,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.149955,0.001701,0.150217,0.006155,1.000000,0.000000,0.116667,0.069723
oracle_mechanics_preserving_planner,mechanics_ood_shift,deformable_object_packing,friction_state_aliasing,10,0.580658,0.002183,0.168236,0.003172,0.157015,0.003791,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264200,0.000000,0.070182,0.000987,0.259067,0.004759,1.000000,0.000000,0.950000,0.049899
oracle_mechanics_preserving_planner,mechanics_ood_shift,deformable_object_packing,hidden_support_relation,10,0.497228,0.001585,0.227243,0.002232,0.181289,0.002527,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.168067,0.000937,0.136829,0.003388,1.000000,0.000000,0.400000,0.087111
oracle_mechanics_preserving_planner,mechanics_ood_shift,deformable_object_packing,temporal_precondition_loss,10,0.438076,0.004144,0.172062,0.005089,0.137798,0.003043,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.193500,0.000000,0.182126,0.002872,0.157795,0.007782,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,deformable_object_packing,tool_affordance_misabstraction,10,0.504964,0.001974,0.214679,0.003590,0.188406,0.004315,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.151956,0.001145,0.146728,0.004100,1.000000,0.000000,0.300000,0.126985
oracle_mechanics_preserving_planner,mechanics_ood_shift,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,10,0.646410,0.003614,0.148241,0.003466,0.124551,0.002585,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.349100,0.000000,0.000000,0.000000,0.324131,0.007022,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,mobile_manipulation_with_occlusion,compliance_recovery_erasure,10,0.491925,0.002698,0.196769,0.002266,0.189980,0.004479,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.157413,0.001668,0.142943,0.006534,1.000000,0.000000,0.233333,0.099798
oracle_mechanics_preserving_planner,mechanics_ood_shift,mobile_manipulation_with_occlusion,deformable_constraint_erasure,10,0.485477,0.003576,0.206806,0.003963,0.201994,0.004294,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.152910,0.002142,0.122024,0.007828,1.000000,0.000000,0.050000,0.069723
oracle_mechanics_preserving_planner,mechanics_ood_shift,mobile_manipulation_with_occlusion,erased_contact_force,10,0.510149,0.002786,0.202047,0.003575,0.181568,0.003439,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.157905,0.001646,0.164163,0.005865,1.000000,0.000000,0.533333,0.106689
oracle_mechanics_preserving_planner,mechanics_ood_shift,mobile_manipulation_with_occlusion,friction_state_aliasing,10,0.598407,0.002079,0.164351,0.002464,0.144507,0.003311,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264200,0.000000,0.058399,0.000954,0.288075,0.004653,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,mobile_manipulation_with_occlusion,hidden_support_relation,10,0.500099,0.003035,0.215873,0.004787,0.160338,0.003496,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.172983,0.001736,0.161380,0.005721,1.000000,0.000000,0.850000,0.076222
oracle_mechanics_preserving_planner,mechanics_ood_shift,mobile_manipulation_with_occlusion,temporal_precondition_loss,10,0.467731,0.002380,0.167410,0.002230,0.122700,0.003588,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.193500,0.000000,0.157702,0.001598,0.201020,0.005215,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,10,0.501110,0.001915,0.212015,0.003393,0.169213,0.002815,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.160772,0.001080,0.158238,0.003483,1.000000,0.000000,0.816667,0.076222
oracle_mechanics_preserving_planner,mechanics_ood_shift,tabletop_manipulation_with_support,clearance_tolerance_collapse,10,0.646317,0.001475,0.149634,0.002104,0.122710,0.002406,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.347500,0.000000,0.000000,0.000000,0.325228,0.002928,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,tabletop_manipulation_with_support,compliance_recovery_erasure,10,0.502548,0.003647,0.197184,0.004138,0.192843,0.003600,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.146967,0.002168,0.151264,0.007760,1.000000,0.000000,0.216667,0.109432
oracle_mechanics_preserving_planner,mechanics_ood_shift,tabletop_manipulation_with_support,deformable_constraint_erasure,10,0.497784,0.004022,0.205041,0.004624,0.204418,0.004105,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.141488,0.002390,0.133609,0.008556,1.000000,0.000000,0.016667,0.032667
oracle_mechanics_preserving_planner,mechanics_ood_shift,tabletop_manipulation_with_support,erased_contact_force,10,0.522188,0.003962,0.201620,0.004286,0.182251,0.006418,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.146577,0.002410,0.175958,0.009181,1.000000,0.000000,0.533333,0.174222
oracle_mechanics_preserving_planner,mechanics_ood_shift,tabletop_manipulation_with_support,friction_state_aliasing,10,0.597431,0.002380,0.164193,0.003317,0.143341,0.003085,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264200,0.000000,0.060368,0.001059,0.288030,0.004959,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,tabletop_manipulation_with_support,hidden_support_relation,10,0.508778,0.004462,0.219820,0.005439,0.161853,0.003043,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.163603,0.002618,0.166678,0.009053,1.000000,0.000000,0.816667,0.123674
oracle_mechanics_preserving_planner,mechanics_ood_shift,tabletop_manipulation_with_support,temporal_precondition_loss,10,0.464981,0.002563,0.166042,0.003040,0.123985,0.003353,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.193500,0.000000,0.161223,0.001754,0.198137,0.005204,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,tabletop_manipulation_with_support,tool_affordance_misabstraction,10,0.512991,0.003187,0.211394,0.004382,0.170664,0.003642,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.149561,0.001862,0.169434,0.006458,1.000000,0.000000,0.716667,0.098000
oracle_mechanics_preserving_planner,mechanics_ood_shift,tool_use_with_hidden_leverage,clearance_tolerance_collapse,10,0.640891,0.002002,0.150093,0.001861,0.132293,0.002262,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.341900,0.000000,0.000000,0.000000,0.314988,0.004061,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,tool_use_with_hidden_leverage,compliance_recovery_erasure,10,0.488406,0.003719,0.202815,0.004203,0.209223,0.005322,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.159658,0.002239,0.122063,0.008328,1.000000,0.000000,0.033333,0.043556
oracle_mechanics_preserving_planner,mechanics_ood_shift,tool_use_with_hidden_leverage,deformable_constraint_erasure,10,0.489219,0.002216,0.206925,0.003733,0.212982,0.003286,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.150733,0.001265,0.117786,0.004210,1.000000,0.000000,0.033333,0.043556
oracle_mechanics_preserving_planner,mechanics_ood_shift,tool_use_with_hidden_leverage,erased_contact_force,10,0.511375,0.004383,0.206239,0.004136,0.191723,0.005292,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.157137,0.002655,0.155646,0.009914,1.000000,0.000000,0.250000,0.087789
oracle_mechanics_preserving_planner,mechanics_ood_shift,tool_use_with_hidden_leverage,friction_state_aliasing,10,0.586762,0.002999,0.166385,0.003314,0.153258,0.003771,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264200,0.000000,0.070331,0.001363,0.268949,0.006536,1.000000,0.000000,0.950000,0.049899
oracle_mechanics_preserving_planner,mechanics_ood_shift,tool_use_with_hidden_leverage,hidden_support_relation,10,0.499433,0.002859,0.221167,0.003961,0.173451,0.004683,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.173394,0.001697,0.148201,0.006193,1.000000,0.000000,0.700000,0.144457
oracle_mechanics_preserving_planner,mechanics_ood_shift,tool_use_with_hidden_leverage,temporal_precondition_loss,10,0.448661,0.004394,0.168280,0.004983,0.134938,0.003256,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.193500,0.000000,0.177579,0.003027,0.172633,0.008468,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,mechanics_ood_shift,tool_use_with_hidden_leverage,tool_affordance_misabstraction,10,0.502390,0.002773,0.213909,0.003548,0.183429,0.004718,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233500,0.000000,0.160108,0.001666,0.148184,0.006232,1.000000,0.000000,0.400000,0.111045
oracle_mechanics_preserving_planner,nominal_abstraction,articulated_fixture_assembly,clearance_tolerance_collapse,10,0.695355,0.001708,0.122457,0.002145,0.106460,0.000979,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353600,0.000000,0.000000,0.000000,0.399167,0.003099,1.000000,0.000000,1.000000,0.000000
oracle_mechanics_preserving_planner,nominal_abstraction,articulated_fixture_assembly,compliance_recovery_erasure,10,0.561512,0.002481,0.160163,0.003266,0.165975,0.003590,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.230000,0.000000,0.118096,0.001471,0.252515,0.005323,1.000000,0.000000,0.900000,0.087111
