method,split,seed,task,failure_family,episodes,failure_correct_count,actionable_count,mechanics_retained_count,nonactionable_count,false_alarm_count,success_count,mechanical_violation_count,damage_count,replan_attempt_count,replan_success_count,cost_sum,regret_sum,refinement_info_sum,refinement_count,abstraction_failure_accuracy,mechanics_retention_recall,false_refinement_alarm_rate,calibration_error,predicate_refinement_informativeness,task_success,mechanical_violation_rate,damage_unsafe_rate,recovery_replan_success,planning_cost,planning_regret_to_oracle
grounded_geometric_tamp,geometry_tolerance_shift,1,deformable_object_packing,friction_state_aliasing,84,25,84,13,0,0,36,33,22,13,9,17.332300,25.960458,0.000000,0,0.297619,0.154762,0.000000,0.195494,0.000000,0.428571,0.392857,0.261905,0.692308,0.206337,0.309053
grounded_geometric_tamp,geometry_tolerance_shift,1,deformable_object_packing,deformable_constraint_erasure,84,31,84,84,0,0,56,15,11,8,6,29.524800,4.419848,21.945254,76,0.369048,1.000000,0.000000,0.146647,0.288753,0.666667,0.178571,0.130952,0.750000,0.351486,0.052617
grounded_geometric_tamp,geometry_tolerance_shift,1,deformable_object_packing,temporal_precondition_loss,84,17,0,0,84,7,49,29,21,7,5,15.729700,17.605657,0.000000,0,0.202381,0.000000,0.083333,0.185563,0.000000,0.583333,0.345238,0.250000,0.714286,0.187258,0.209591
grounded_geometric_tamp,geometry_tolerance_shift,1,deformable_object_packing,tool_affordance_misabstraction,84,19,84,84,0,0,51,13,12,11,8,29.792100,4.948396,14.062329,73,0.226190,1.000000,0.000000,0.103321,0.192635,0.607143,0.154762,0.142857,0.727273,0.354668,0.058909
grounded_geometric_tamp,geometry_tolerance_shift,1,mobile_manipulation_with_occlusion,erased_contact_force,84,28,84,82,0,0,66,10,5,82,64,35.434200,0.901014,0.000000,0,0.333333,0.976190,0.000000,0.216302,0.000000,0.785714,0.119048,0.059524,0.780488,0.421836,0.010726
grounded_geometric_tamp,geometry_tolerance_shift,1,mobile_manipulation_with_occlusion,hidden_support_relation,84,22,84,83,0,0,70,10,6,83,70,35.697300,0.391681,0.000000,0,0.261905,0.988095,0.000000,0.255909,0.000000,0.833333,0.119048,0.071429,0.843373,0.424968,0.004663
grounded_geometric_tamp,geometry_tolerance_shift,1,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,84,26,84,84,0,0,69,12,4,84,69,35.960400,0.000000,0.000000,0,0.309524,1.000000,0.000000,0.241184,0.000000,0.821429,0.142857,0.047619,0.821429,0.428100,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,1,mobile_manipulation_with_occlusion,friction_state_aliasing,84,12,84,14,0,0,49,32,16,14,12,17.543400,22.369311,0.000000,0,0.142857,0.166667,0.000000,0.096886,0.000000,0.583333,0.380952,0.190476,0.857143,0.208850,0.266301
grounded_geometric_tamp,geometry_tolerance_shift,1,mobile_manipulation_with_occlusion,deformable_constraint_erasure,84,21,84,84,0,0,50,10,12,13,9,29.918300,3.579684,14.456891,71,0.250000,1.000000,0.000000,0.054924,0.203618,0.595238,0.119048,0.142857,0.692308,0.356170,0.042615
grounded_geometric_tamp,geometry_tolerance_shift,1,mobile_manipulation_with_occlusion,temporal_precondition_loss,84,29,0,0,84,3,39,27,16,3,3,14.649300,16.066987,0.000000,0,0.345238,0.000000,0.035714,0.243181,0.000000,0.464286,0.321429,0.190476,1.000000,0.174396,0.191274
grounded_geometric_tamp,geometry_tolerance_shift,1,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,84,20,84,83,0,0,56,23,11,13,8,29.740300,4.483758,15.037333,70,0.238095,0.988095,0.000000,0.129532,0.214819,0.666667,0.273810,0.130952,0.615385,0.354051,0.053378
grounded_geometric_tamp,geometry_tolerance_shift,2,tabletop_manipulation_with_support,erased_contact_force,84,30,84,84,0,0,62,16,5,84,62,35.826000,0.000000,0.000000,0,0.357143,1.000000,0.000000,0.166066,0.000000,0.738095,0.190476,0.059524,0.738095,0.426500,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,2,tabletop_manipulation_with_support,hidden_support_relation,84,31,84,84,0,0,60,9,8,83,59,35.742500,0.072940,0.000000,1,0.369048,1.000000,0.000000,0.124518,0.000000,0.714286,0.107143,0.095238,0.710843,0.425506,0.000868
grounded_geometric_tamp,geometry_tolerance_shift,2,tabletop_manipulation_with_support,clearance_tolerance_collapse,84,27,84,84,0,0,67,9,11,84,67,35.834500,0.215147,0.000000,0,0.321429,1.000000,0.000000,0.272134,0.000000,0.797619,0.107143,0.130952,0.797619,0.426601,0.002561
grounded_geometric_tamp,geometry_tolerance_shift,2,tabletop_manipulation_with_support,friction_state_aliasing,84,24,84,10,0,0,43,26,19,9,9,16.391500,24.078418,0.072567,1,0.285714,0.119048,0.000000,0.160624,0.072567,0.511905,0.309524,0.226190,1.000000,0.195137,0.286648
grounded_geometric_tamp,geometry_tolerance_shift,2,tabletop_manipulation_with_support,deformable_constraint_erasure,84,24,84,84,0,0,50,16,9,10,5,29.647000,3.798510,16.451084,74,0.285714,1.000000,0.000000,0.077827,0.222312,0.595238,0.190476,0.107143,0.500000,0.352940,0.045220
grounded_geometric_tamp,geometry_tolerance_shift,2,tabletop_manipulation_with_support,temporal_precondition_loss,84,25,0,0,84,4,46,24,14,4,2,14.906000,15.818822,0.000000,0,0.297619,0.000000,0.047619,0.174255,0.000000,0.547619,0.285714,0.166667,0.500000,0.177452,0.188319
grounded_geometric_tamp,geometry_tolerance_shift,2,tabletop_manipulation_with_support,tool_affordance_misabstraction,84,36,84,83,0,0,52,14,13,9,8,29.402500,5.181805,23.598524,74,0.428571,0.988095,0.000000,0.150178,0.318899,0.619048,0.166667,0.154762,0.888889,0.350030,0.061688
grounded_geometric_tamp,geometry_tolerance_shift,2,tool_use_with_hidden_leverage,erased_contact_force,84,27,84,84,0,0,58,10,10,83,57,35.277700,0.073226,0.030777,1,0.321429,1.000000,0.000000,0.132220,0.030777,0.690476,0.119048,0.119048,0.686747,0.419973,0.000872
grounded_geometric_tamp,geometry_tolerance_shift,2,tool_use_with_hidden_leverage,hidden_support_relation,84,27,84,84,0,0,66,10,12,84,66,35.355600,0.000000,0.000000,0,0.321429,1.000000,0.000000,0.206706,0.000000,0.785714,0.119048,0.142857,0.785714,0.420900,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,2,tool_use_with_hidden_leverage,clearance_tolerance_collapse,84,29,84,84,0,0,64,17,8,84,64,35.355600,0.000000,0.000000,0,0.345238,1.000000,0.000000,0.190803,0.000000,0.761905,0.202381,0.095238,0.761905,0.420900,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,2,tool_use_with_hidden_leverage,friction_state_aliasing,84,18,84,14,0,0,36,32,25,13,10,17.364700,25.994900,0.026541,1,0.214286,0.166667,0.000000,0.208527,0.026541,0.428571,0.380952,0.297619,0.769231,0.206723,0.309463
grounded_geometric_tamp,geometry_tolerance_shift,2,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,31,84,84,0,0,51,18,7,8,7,29.435200,4.542118,21.274670,76,0.369048,1.000000,0.000000,0.086848,0.279930,0.607143,0.214286,0.083333,0.875000,0.350419,0.054073
grounded_geometric_tamp,geometry_tolerance_shift,2,tool_use_with_hidden_leverage,temporal_precondition_loss,84,20,0,0,84,9,47,27,17,9,7,16.163100,16.619383,0.000000,0,0.238095,0.000000,0.107143,0.160169,0.000000,0.559524,0.321429,0.202381,0.777778,0.192418,0.197850
grounded_geometric_tamp,geometry_tolerance_shift,2,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,26,84,84,0,0,44,19,17,8,7,29.435200,5.385004,18.785152,76,0.309524,1.000000,0.000000,0.132759,0.247173,0.523810,0.226190,0.202381,0.875000,0.350419,0.064107
grounded_geometric_tamp,geometry_tolerance_shift,2,container_insertion_clearance,erased_contact_force,84,36,84,82,0,0,62,12,9,82,61,37.336600,0.757297,0.000000,0,0.428571,0.976190,0.000000,0.167084,0.000000,0.738095,0.142857,0.107143,0.743902,0.444483,0.009015
grounded_geometric_tamp,geometry_tolerance_shift,2,container_insertion_clearance,hidden_support_relation,84,22,84,84,0,0,63,8,7,83,62,37.800900,0.068850,0.081374,1,0.261905,1.000000,0.000000,0.173624,0.081374,0.750000,0.095238,0.083333,0.746988,0.450011,0.000820
grounded_geometric_tamp,geometry_tolerance_shift,2,container_insertion_clearance,clearance_tolerance_collapse,84,30,84,84,0,0,72,9,6,84,72,37.909200,0.000000,0.000000,0,0.357143,1.000000,0.000000,0.283779,0.000000,0.857143,0.107143,0.071429,0.857143,0.451300,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,2,container_insertion_clearance,friction_state_aliasing,84,31,84,11,0,0,42,30,25,10,6,16.901000,23.967469,0.000000,1,0.369048,0.130952,0.000000,0.143031,0.000000,0.500000,0.357143,0.297619,0.600000,0.201202,0.285327
grounded_geometric_tamp,geometry_tolerance_shift,2,container_insertion_clearance,deformable_constraint_erasure,84,23,84,84,0,0,52,15,13,13,12,30.219900,3.527199,16.362812,71,0.273810,1.000000,0.000000,0.066245,0.230462,0.619048,0.178571,0.154762,0.923077,0.359761,0.041990
grounded_geometric_tamp,geometry_tolerance_shift,2,container_insertion_clearance,temporal_precondition_loss,84,28,0,0,84,9,48,24,13,8,8,16.328400,15.881914,0.000000,1,0.333333,0.000000,0.107143,0.133993,0.000000,0.571429,0.285714,0.154762,1.000000,0.194386,0.189070
grounded_geometric_tamp,geometry_tolerance_shift,2,container_insertion_clearance,tool_affordance_misabstraction,84,28,84,82,0,0,54,17,11,6,5,29.105800,4.856631,20.427352,76,0.333333,0.976190,0.000000,0.084514,0.268781,0.642857,0.202381,0.130952,0.833333,0.346498,0.057817
grounded_geometric_tamp,geometry_tolerance_shift,2,deformable_object_packing,erased_contact_force,84,25,84,83,0,0,63,12,13,83,62,36.029300,0.477617,0.000000,0,0.297619,0.988095,0.000000,0.222710,0.000000,0.750000,0.142857,0.154762,0.746988,0.428920,0.005686
grounded_geometric_tamp,geometry_tolerance_shift,2,deformable_object_packing,hidden_support_relation,84,27,84,84,0,0,65,15,10,84,65,36.296400,0.000000,0.000000,0,0.321429,1.000000,0.000000,0.238345,0.000000,0.773810,0.178571,0.119048,0.773810,0.432100,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,2,deformable_object_packing,clearance_tolerance_collapse,84,20,84,84,0,0,67,10,8,83,66,36.207300,0.125212,0.000000,1,0.238095,1.000000,0.000000,0.231252,0.000000,0.797619,0.119048,0.095238,0.795181,0.431039,0.001491
grounded_geometric_tamp,geometry_tolerance_shift,2,deformable_object_packing,friction_state_aliasing,84,19,84,12,0,0,45,35,22,12,8,17.065200,26.452613,0.000000,0,0.226190,0.142857,0.000000,0.110967,0.000000,0.535714,0.416667,0.261905,0.666667,0.203157,0.314912
grounded_geometric_tamp,geometry_tolerance_shift,2,deformable_object_packing,deformable_constraint_erasure,84,20,84,84,0,0,46,12,14,12,11,29.881200,4.252037,14.202255,72,0.238095,1.000000,0.000000,0.092371,0.197254,0.547619,0.142857,0.166667,0.916667,0.355729,0.050619
grounded_geometric_tamp,geometry_tolerance_shift,2,deformable_object_packing,temporal_precondition_loss,84,17,0,0,84,7,45,23,21,7,4,15.729700,17.398151,0.000000,0,0.202381,0.000000,0.083333,0.178639,0.000000,0.535714,0.273810,0.250000,0.571429,0.187258,0.207121
grounded_geometric_tamp,geometry_tolerance_shift,2,deformable_object_packing,tool_affordance_misabstraction,84,26,84,83,0,0,57,17,9,12,6,29.703200,5.313488,19.372378,71,0.309524,0.988095,0.000000,0.125286,0.272850,0.678571,0.202381,0.107143,0.500000,0.353610,0.063256
grounded_geometric_tamp,geometry_tolerance_shift,2,mobile_manipulation_with_occlusion,erased_contact_force,84,24,84,84,0,0,62,11,9,84,62,35.960400,0.000000,0.000000,0,0.285714,1.000000,0.000000,0.196643,0.000000,0.738095,0.130952,0.107143,0.738095,0.428100,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,2,mobile_manipulation_with_occlusion,hidden_support_relation,84,29,84,84,0,0,64,11,8,84,64,35.960400,0.000000,0.000000,0,0.345238,1.000000,0.000000,0.189252,0.000000,0.761905,0.130952,0.095238,0.761905,0.428100,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,2,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,84,25,84,84,0,0,73,12,4,84,73,35.960400,0.000000,0.000000,0,0.297619,1.000000,0.000000,0.311453,0.000000,0.869048,0.142857,0.047619,0.869048,0.428100,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,2,mobile_manipulation_with_occlusion,friction_state_aliasing,84,23,84,13,0,0,36,27,24,13,10,17.280300,22.599093,0.000000,0,0.273810,0.154762,0.000000,0.214067,0.000000,0.428571,0.321429,0.285714,0.769231,0.205718,0.269037
grounded_geometric_tamp,geometry_tolerance_shift,2,mobile_manipulation_with_occlusion,deformable_constraint_erasure,84,21,84,84,0,0,55,15,11,11,8,29.748100,3.635370,14.859936,73,0.250000,1.000000,0.000000,0.127407,0.203561,0.654762,0.178571,0.130952,0.727273,0.354144,0.043278
grounded_geometric_tamp,geometry_tolerance_shift,2,mobile_manipulation_with_occlusion,temporal_precondition_loss,84,19,0,0,84,7,56,30,16,7,7,15.701700,15.036560,0.000000,0,0.226190,0.000000,0.083333,0.120277,0.000000,0.666667,0.357143,0.190476,1.000000,0.186925,0.179007
grounded_geometric_tamp,geometry_tolerance_shift,2,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,84,29,84,84,0,0,53,14,10,9,8,29.577900,4.334961,20.735605,75,0.345238,1.000000,0.000000,0.216165,0.276475,0.630952,0.166667,0.119048,0.888889,0.352118,0.051607
grounded_geometric_tamp,geometry_tolerance_shift,3,tabletop_manipulation_with_support,erased_contact_force,84,32,84,83,0,0,65,8,12,83,64,35.564500,0.474660,0.000000,0,0.380952,0.988095,0.000000,0.183917,0.000000,0.773810,0.095238,0.142857,0.771084,0.423387,0.005651
grounded_geometric_tamp,geometry_tolerance_shift,3,tabletop_manipulation_with_support,hidden_support_relation,84,36,84,84,0,0,63,10,8,84,63,35.826000,0.000000,0.000000,0,0.428571,1.000000,0.000000,0.178695,0.000000,0.750000,0.119048,0.095238,0.750000,0.426500,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,3,tabletop_manipulation_with_support,clearance_tolerance_collapse,84,25,84,84,0,0,66,10,11,83,65,35.742500,0.122721,0.000000,1,0.297619,1.000000,0.000000,0.180644,0.000000,0.785714,0.119048,0.130952,0.783133,0.425506,0.001461
grounded_geometric_tamp,geometry_tolerance_shift,3,tabletop_manipulation_with_support,friction_state_aliasing,84,29,84,12,0,0,35,29,15,12,7,16.998000,23.340155,0.000000,0,0.345238,0.142857,0.000000,0.224672,0.000000,0.416667,0.345238,0.178571,0.583333,0.202357,0.277859
grounded_geometric_tamp,geometry_tolerance_shift,3,tabletop_manipulation_with_support,deformable_constraint_erasure,84,22,84,84,0,0,49,12,15,20,15,30.482000,3.290847,15.393606,64,0.261905,1.000000,0.000000,0.031207,0.240525,0.583333,0.142857,0.178571,0.750000,0.362881,0.039177
grounded_geometric_tamp,geometry_tolerance_shift,3,tabletop_manipulation_with_support,temporal_precondition_loss,84,22,0,0,84,2,46,21,15,1,1,14.299500,16.119696,0.000000,1,0.261905,0.000000,0.023810,0.120976,0.000000,0.547619,0.250000,0.178571,1.000000,0.170232,0.191901
grounded_geometric_tamp,geometry_tolerance_shift,3,tabletop_manipulation_with_support,tool_affordance_misabstraction,84,26,84,84,0,0,53,14,13,11,8,29.739000,4.560586,18.783671,73,0.309524,1.000000,0.000000,0.105916,0.257311,0.630952,0.166667,0.154762,0.727273,0.354036,0.054293
grounded_geometric_tamp,geometry_tolerance_shift,3,tool_use_with_hidden_leverage,erased_contact_force,84,30,84,84,0,0,64,11,7,84,64,35.355600,0.000000,0.000000,0,0.357143,1.000000,0.000000,0.188680,0.000000,0.761905,0.130952,0.083333,0.761905,0.420900,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,3,tool_use_with_hidden_leverage,hidden_support_relation,84,28,84,84,0,0,57,9,7,84,57,35.355600,0.000000,0.000000,0,0.333333,1.000000,0.000000,0.119603,0.000000,0.678571,0.107143,0.083333,0.678571,0.420900,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,3,tool_use_with_hidden_leverage,clearance_tolerance_collapse,84,22,84,84,0,0,63,10,8,84,63,35.355600,0.000000,0.000000,0,0.261905,1.000000,0.000000,0.168649,0.000000,0.750000,0.119048,0.095238,0.750000,0.420900,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,3,tool_use_with_hidden_leverage,friction_state_aliasing,84,25,84,23,0,0,45,23,20,23,20,19.745700,21.464691,0.000000,0,0.297619,0.273810,0.000000,0.114733,0.000000,0.535714,0.273810,0.238095,0.869565,0.235068,0.255532
grounded_geometric_tamp,geometry_tolerance_shift,3,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,24,84,84,0,0,50,16,19,10,7,29.605100,4.689483,16.079388,74,0.285714,1.000000,0.000000,0.114141,0.217289,0.595238,0.190476,0.226190,0.700000,0.352442,0.055827
grounded_geometric_tamp,geometry_tolerance_shift,3,tool_use_with_hidden_leverage,temporal_precondition_loss,84,26,0,0,84,7,42,30,11,7,4,15.651300,17.408053,0.000000,0,0.309524,0.000000,0.083333,0.154610,0.000000,0.500000,0.357143,0.130952,0.571429,0.186325,0.207239
grounded_geometric_tamp,geometry_tolerance_shift,3,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,23,84,84,0,0,53,13,5,13,11,29.824700,5.042381,16.964315,71,0.273810,1.000000,0.000000,0.115302,0.238934,0.630952,0.154762,0.059524,0.846154,0.355056,0.060028
grounded_geometric_tamp,geometry_tolerance_shift,3,container_insertion_clearance,erased_contact_force,84,29,84,83,0,0,68,8,7,83,68,37.622900,0.452608,0.000000,0,0.345238,0.988095,0.000000,0.222219,0.000000,0.809524,0.095238,0.083333,0.819277,0.447892,0.005388
grounded_geometric_tamp,geometry_tolerance_shift,3,container_insertion_clearance,hidden_support_relation,84,22,84,83,0,0,69,12,6,83,69,37.622900,0.435347,0.000000,0,0.261905,0.988095,0.000000,0.256803,0.000000,0.821429,0.142857,0.071429,0.831325,0.447892,0.005183
grounded_geometric_tamp,geometry_tolerance_shift,3,container_insertion_clearance,clearance_tolerance_collapse,84,32,84,84,0,0,67,14,10,84,67,37.909200,0.000000,0.000000,0,0.380952,1.000000,0.000000,0.218621,0.000000,0.797619,0.166667,0.119048,0.797619,0.451300,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,3,container_insertion_clearance,friction_state_aliasing,84,24,84,13,0,0,41,31,25,13,11,17.581900,23.790039,0.000000,0,0.285714,0.154762,0.000000,0.163021,0.000000,0.488095,0.369048,0.297619,0.846154,0.209308,0.283215
grounded_geometric_tamp,geometry_tolerance_shift,3,container_insertion_clearance,deformable_constraint_erasure,84,23,84,84,0,0,46,9,13,10,5,29.878700,3.844451,16.007764,74,0.273810,1.000000,0.000000,0.207305,0.216321,0.547619,0.107143,0.154762,0.500000,0.355699,0.045767
grounded_geometric_tamp,geometry_tolerance_shift,3,container_insertion_clearance,temporal_precondition_loss,84,32,0,0,84,10,44,22,18,10,6,16.723000,15.740035,0.000000,0,0.380952,0.000000,0.119048,0.148464,0.000000,0.523810,0.261905,0.214286,0.600000,0.199083,0.187381
grounded_geometric_tamp,geometry_tolerance_shift,3,container_insertion_clearance,tool_affordance_misabstraction,84,30,84,84,0,0,48,13,11,6,1,29.461800,4.117776,21.890191,78,0.357143,1.000000,0.000000,0.111926,0.280643,0.571429,0.154762,0.130952,0.166667,0.350736,0.049021
grounded_geometric_tamp,geometry_tolerance_shift,3,deformable_object_packing,erased_contact_force,84,33,84,84,0,0,63,12,8,84,63,36.299300,0.209452,0.000000,0,0.392857,1.000000,0.000000,0.184736,0.000000,0.750000,0.142857,0.095238,0.750000,0.432135,0.002493
grounded_geometric_tamp,geometry_tolerance_shift,3,deformable_object_packing,hidden_support_relation,84,27,84,84,0,0,64,14,10,84,64,36.296400,0.000000,0.000000,0,0.321429,1.000000,0.000000,0.196283,0.000000,0.761905,0.166667,0.119048,0.761905,0.432100,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,3,deformable_object_packing,clearance_tolerance_collapse,84,27,84,84,0,0,70,13,13,84,70,36.296400,0.000000,0.000000,0,0.321429,1.000000,0.000000,0.300620,0.000000,0.833333,0.154762,0.154762,0.833333,0.432100,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,3,deformable_object_packing,friction_state_aliasing,84,21,84,9,0,0,35,29,31,9,6,16.263900,26.596782,0.000000,0,0.250000,0.107143,0.000000,0.234983,0.000000,0.416667,0.345238,0.369048,0.666667,0.193618,0.316628
grounded_geometric_tamp,geometry_tolerance_shift,3,deformable_object_packing,deformable_constraint_erasure,84,20,84,83,0,0,47,11,19,10,7,29.527900,4.917167,14.673579,73,0.238095,0.988095,0.000000,0.111142,0.201008,0.559524,0.130952,0.226190,0.700000,0.351523,0.058538
grounded_geometric_tamp,geometry_tolerance_shift,3,deformable_object_packing,temporal_precondition_loss,84,20,0,0,84,12,48,19,19,12,11,17.065200,16.130671,0.000000,0,0.238095,0.000000,0.142857,0.161763,0.000000,0.571429,0.226190,0.226190,0.916667,0.203157,0.192032
grounded_geometric_tamp,geometry_tolerance_shift,3,deformable_object_packing,tool_affordance_misabstraction,84,32,84,84,0,0,53,15,11,14,11,30.059400,4.743039,23.256854,70,0.380952,1.000000,0.000000,0.059608,0.332241,0.630952,0.178571,0.130952,0.785714,0.357850,0.056465
grounded_geometric_tamp,geometry_tolerance_shift,3,mobile_manipulation_with_occlusion,erased_contact_force,84,24,84,84,0,0,60,15,4,83,59,35.875300,0.053509,0.000000,1,0.285714,1.000000,0.000000,0.122238,0.000000,0.714286,0.178571,0.047619,0.710843,0.427087,0.000637
grounded_geometric_tamp,geometry_tolerance_shift,3,mobile_manipulation_with_occlusion,hidden_support_relation,84,28,84,84,0,0,62,9,10,84,62,35.960400,0.000000,0.000000,0,0.333333,1.000000,0.000000,0.135177,0.000000,0.738095,0.107143,0.119048,0.738095,0.428100,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,3,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,84,28,84,84,0,0,75,8,10,84,75,35.967300,0.206546,0.000000,0,0.333333,1.000000,0.000000,0.304521,0.000000,0.892857,0.095238,0.119048,0.892857,0.428182,0.002459
grounded_geometric_tamp,geometry_tolerance_shift,3,mobile_manipulation_with_occlusion,friction_state_aliasing,84,31,84,14,0,0,46,26,16,14,11,17.543400,22.740241,0.000000,0,0.369048,0.166667,0.000000,0.193539,0.000000,0.547619,0.309524,0.190476,0.785714,0.208850,0.270717
grounded_geometric_tamp,geometry_tolerance_shift,3,mobile_manipulation_with_occlusion,deformable_constraint_erasure,84,29,84,84,0,0,61,13,15,11,7,29.748100,3.650852,19.954039,73,0.345238,1.000000,0.000000,0.167749,0.273343,0.726190,0.154762,0.178571,0.636364,0.354144,0.043463
grounded_geometric_tamp,geometry_tolerance_shift,3,mobile_manipulation_with_occlusion,temporal_precondition_loss,84,23,0,0,84,6,46,18,21,6,6,15.438600,15.601069,0.000000,0,0.273810,0.000000,0.071429,0.139231,0.000000,0.547619,0.214286,0.250000,1.000000,0.183793,0.185727
grounded_geometric_tamp,geometry_tolerance_shift,3,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,84,25,84,84,0,0,50,15,9,10,9,29.663000,4.266623,18.853249,74,0.297619,1.000000,0.000000,0.064555,0.254774,0.595238,0.178571,0.107143,0.900000,0.353131,0.050793
grounded_geometric_tamp,geometry_tolerance_shift,4,tabletop_manipulation_with_support,erased_contact_force,84,30,84,84,0,0,65,8,2,84,65,35.826000,0.000000,0.000000,0,0.357143,1.000000,0.000000,0.223061,0.000000,0.773810,0.095238,0.023810,0.773810,0.426500,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,4,tabletop_manipulation_with_support,hidden_support_relation,84,31,84,82,0,0,59,12,8,82,58,35.303000,0.781710,0.000000,0,0.369048,0.976190,0.000000,0.175219,0.000000,0.702381,0.142857,0.095238,0.707317,0.420274,0.009306
grounded_geometric_tamp,geometry_tolerance_shift,4,tabletop_manipulation_with_support,clearance_tolerance_collapse,84,29,84,84,0,0,66,11,11,83,65,35.742500,0.120872,0.082849,1,0.345238,1.000000,0.000000,0.209006,0.082849,0.785714,0.130952,0.130952,0.783133,0.425506,0.001439
grounded_geometric_tamp,geometry_tolerance_shift,4,tabletop_manipulation_with_support,friction_state_aliasing,84,25,84,9,0,0,39,32,21,9,7,16.213500,25.030104,0.000000,0,0.297619,0.107143,0.000000,0.250398,0.000000,0.464286,0.380952,0.250000,0.777778,0.193018,0.297977
grounded_geometric_tamp,geometry_tolerance_shift,4,tabletop_manipulation_with_support,deformable_constraint_erasure,84,26,84,84,0,0,52,16,10,7,5,29.396500,3.951103,18.835322,77,0.309524,1.000000,0.000000,0.092410,0.244615,0.619048,0.190476,0.119048,0.714286,0.349958,0.047037
grounded_geometric_tamp,geometry_tolerance_shift,4,tabletop_manipulation_with_support,temporal_precondition_loss,84,19,0,0,84,10,55,22,22,10,7,16.475000,15.269418,0.000000,0,0.226190,0.000000,0.119048,0.059961,0.000000,0.654762,0.261905,0.261905,0.700000,0.196131,0.181779
grounded_geometric_tamp,geometry_tolerance_shift,4,tabletop_manipulation_with_support,tool_affordance_misabstraction,84,18,84,84,0,0,52,18,5,9,7,29.563500,4.533069,12.585807,75,0.214286,1.000000,0.000000,0.188916,0.167811,0.619048,0.214286,0.059524,0.777778,0.351946,0.053965
grounded_geometric_tamp,geometry_tolerance_shift,4,tool_use_with_hidden_leverage,erased_contact_force,84,32,84,83,0,0,65,12,4,83,64,35.099700,0.456353,0.000000,0,0.380952,0.988095,0.000000,0.216948,0.000000,0.773810,0.142857,0.047619,0.771084,0.417854,0.005433
grounded_geometric_tamp,geometry_tolerance_shift,4,tool_use_with_hidden_leverage,hidden_support_relation,84,25,84,84,0,0,60,15,6,84,60,35.355600,0.000000,0.000000,0,0.297619,1.000000,0.000000,0.149970,0.000000,0.714286,0.178571,0.071429,0.714286,0.420900,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,4,tool_use_with_hidden_leverage,clearance_tolerance_collapse,84,32,84,84,0,0,67,7,7,84,67,35.355600,0.000000,0.000000,0,0.380952,1.000000,0.000000,0.219220,0.000000,0.797619,0.083333,0.083333,0.797619,0.420900,0.000000
grounded_geometric_tamp,geometry_tolerance_shift,4,tool_use_with_hidden_leverage,friction_state_aliasing,84,24,84,9,0,0,42,23,19,9,7,16.163100,27.436792,0.000000,0,0.285714,0.107143,0.000000,0.143531,0.000000,0.500000,0.273810,0.226190,0.777778,0.192418,0.326628
grounded_geometric_tamp,geometry_tolerance_shift,4,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,18,84,84,0,0,49,19,15,8,4,29.435200,4.607297,13.482416,76,0.214286,1.000000,0.000000,0.071834,0.177400,0.583333,0.226190,0.178571,0.500000,0.350419,0.054849
grounded_geometric_tamp,geometry_tolerance_shift,4,tool_use_with_hidden_leverage,temporal_precondition_loss,84,23,0,0,84,5,53,34,21,5,5,15.139500,17.047791,0.000000,0,0.273810,0.000000,0.059524,0.077006,0.000000,0.630952,0.404762,0.250000,1.000000,0.180232,0.202950
grounded_geometric_tamp,geometry_tolerance_shift,4,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,27,84,84,0,0,49,13,8,4,2,29.123600,5.664261,19.900136,80,0.321429,1.000000,0.000000,0.184147,0.248752,0.583333,0.154762,0.095238,0.500000,0.346710,0.067432
