method,split,seed,task,failure_family,episodes,failure_correct_count,actionable_count,mechanics_retained_count,nonactionable_count,false_alarm_count,success_count,mechanical_violation_count,damage_count,replan_attempt_count,replan_success_count,cost_sum,regret_sum,refinement_info_sum,refinement_count,abstraction_failure_accuracy,mechanics_retention_recall,false_refinement_alarm_rate,calibration_error,predicate_refinement_informativeness,task_success,mechanical_violation_rate,damage_unsafe_rate,recovery_replan_success,planning_cost,planning_regret_to_oracle
language_symbolic_planner,nominal_abstraction,0,tool_use_with_hidden_leverage,friction_state_aliasing,84,12,84,0,0,0,40,25,23,0,0,4.200000,18.919360,0.000000,0,0.142857,0.000000,0.000000,0.335586,0.000000,0.476190,0.297619,0.273810,0.000000,0.050000,0.225230
language_symbolic_planner,nominal_abstraction,0,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,11,84,3,0,0,36,27,32,3,2,4.515000,27.380732,0.000000,0,0.130952,0.035714,0.000000,0.316674,0.000000,0.428571,0.321429,0.380952,0.666667,0.053750,0.325961
language_symbolic_planner,nominal_abstraction,0,tool_use_with_hidden_leverage,temporal_precondition_loss,84,10,0,0,84,0,51,23,16,0,0,4.200000,8.354271,0.000000,0,0.119048,0.000000,0.000000,0.205415,0.000000,0.607143,0.273810,0.190476,0.000000,0.050000,0.099456
language_symbolic_planner,nominal_abstraction,0,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,10,84,0,0,0,36,41,26,0,0,4.200000,24.949441,0.000000,0,0.119048,0.000000,0.000000,0.340093,0.000000,0.428571,0.488095,0.309524,0.000000,0.050000,0.297017
language_symbolic_planner,nominal_abstraction,0,container_insertion_clearance,erased_contact_force,84,19,84,0,0,0,39,31,27,0,0,4.200000,25.472437,0.000000,0,0.226190,0.000000,0.000000,0.348663,0.000000,0.464286,0.369048,0.321429,0.000000,0.050000,0.303243
language_symbolic_planner,nominal_abstraction,0,container_insertion_clearance,hidden_support_relation,84,16,84,0,0,0,32,28,21,0,0,4.200000,24.216631,0.000000,0,0.190476,0.000000,0.000000,0.413146,0.000000,0.380952,0.333333,0.250000,0.000000,0.050000,0.288293
language_symbolic_planner,nominal_abstraction,0,container_insertion_clearance,clearance_tolerance_collapse,84,14,84,0,0,0,37,34,28,0,0,4.200000,30.261760,0.000000,0,0.166667,0.000000,0.000000,0.366070,0.000000,0.440476,0.404762,0.333333,0.000000,0.050000,0.360259
language_symbolic_planner,nominal_abstraction,0,container_insertion_clearance,friction_state_aliasing,84,10,84,1,0,0,39,29,22,1,1,4.305000,16.949184,0.000000,0,0.119048,0.011905,0.000000,0.412623,0.000000,0.464286,0.345238,0.261905,1.000000,0.051250,0.201776
language_symbolic_planner,nominal_abstraction,0,container_insertion_clearance,deformable_constraint_erasure,84,10,84,0,0,0,32,33,28,0,0,4.200000,26.394216,0.000000,0,0.119048,0.000000,0.000000,0.408683,0.000000,0.380952,0.392857,0.333333,0.000000,0.050000,0.314217
language_symbolic_planner,nominal_abstraction,0,container_insertion_clearance,temporal_precondition_loss,84,5,0,0,84,0,50,21,15,0,0,4.200000,7.498276,0.000000,0,0.059524,0.000000,0.000000,0.238833,0.000000,0.595238,0.250000,0.178571,0.000000,0.050000,0.089265
language_symbolic_planner,nominal_abstraction,0,container_insertion_clearance,tool_affordance_misabstraction,84,13,84,0,0,0,35,31,22,0,0,4.200000,23.869342,0.000000,0,0.154762,0.000000,0.000000,0.350271,0.000000,0.416667,0.369048,0.261905,0.000000,0.050000,0.284159
language_symbolic_planner,nominal_abstraction,0,deformable_object_packing,erased_contact_force,84,17,84,0,0,0,36,33,32,0,0,4.200000,26.994904,0.000000,0,0.202381,0.000000,0.000000,0.366622,0.000000,0.428571,0.392857,0.380952,0.000000,0.050000,0.321368
language_symbolic_planner,nominal_abstraction,0,deformable_object_packing,hidden_support_relation,84,16,84,0,0,0,32,33,19,0,0,4.200000,26.369440,0.000000,0,0.190476,0.000000,0.000000,0.445370,0.000000,0.380952,0.392857,0.226190,0.000000,0.050000,0.313922
language_symbolic_planner,nominal_abstraction,0,deformable_object_packing,clearance_tolerance_collapse,84,18,84,1,0,0,31,35,25,1,0,4.305000,32.645953,0.000000,0,0.214286,0.011905,0.000000,0.403969,0.000000,0.369048,0.416667,0.297619,0.000000,0.051250,0.388642
language_symbolic_planner,nominal_abstraction,0,deformable_object_packing,friction_state_aliasing,84,11,84,0,0,0,31,31,27,0,0,4.200000,19.335936,0.000000,0,0.130952,0.000000,0.000000,0.401056,0.000000,0.369048,0.369048,0.321429,0.000000,0.050000,0.230190
language_symbolic_planner,nominal_abstraction,0,deformable_object_packing,deformable_constraint_erasure,84,14,84,1,0,0,27,34,37,1,1,4.305000,28.245705,0.000000,0,0.166667,0.011905,0.000000,0.450569,0.000000,0.321429,0.404762,0.440476,1.000000,0.051250,0.336258
language_symbolic_planner,nominal_abstraction,0,deformable_object_packing,temporal_precondition_loss,84,7,0,0,84,0,47,29,25,0,0,4.200000,9.121545,0.000000,0,0.083333,0.000000,0.000000,0.287786,0.000000,0.559524,0.345238,0.297619,0.000000,0.050000,0.108590
language_symbolic_planner,nominal_abstraction,0,deformable_object_packing,tool_affordance_misabstraction,84,13,84,0,0,0,35,32,23,0,0,4.200000,24.725657,0.000000,0,0.154762,0.000000,0.000000,0.348885,0.000000,0.416667,0.380952,0.273810,0.000000,0.050000,0.294353
language_symbolic_planner,nominal_abstraction,0,mobile_manipulation_with_occlusion,erased_contact_force,84,19,84,0,0,0,42,30,22,0,0,4.200000,24.214779,0.000000,0,0.226190,0.000000,0.000000,0.325436,0.000000,0.500000,0.357143,0.261905,0.000000,0.050000,0.288271
language_symbolic_planner,nominal_abstraction,0,mobile_manipulation_with_occlusion,hidden_support_relation,84,11,84,0,0,0,35,34,25,0,0,4.200000,22.659826,0.000000,0,0.130952,0.000000,0.000000,0.347950,0.000000,0.416667,0.404762,0.297619,0.000000,0.050000,0.269760
language_symbolic_planner,nominal_abstraction,0,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,84,10,84,0,0,0,36,39,21,0,0,4.200000,29.699216,0.000000,0,0.119048,0.000000,0.000000,0.353605,0.000000,0.428571,0.464286,0.250000,0.000000,0.050000,0.353562
language_symbolic_planner,nominal_abstraction,0,mobile_manipulation_with_occlusion,friction_state_aliasing,84,7,84,0,0,0,36,23,21,0,0,4.200000,15.765199,0.000000,0,0.083333,0.000000,0.000000,0.369865,0.000000,0.428571,0.273810,0.250000,0.000000,0.050000,0.187681
language_symbolic_planner,nominal_abstraction,0,mobile_manipulation_with_occlusion,deformable_constraint_erasure,84,9,84,1,0,0,35,39,25,1,0,4.305000,24.869936,0.000000,0,0.107143,0.011905,0.000000,0.341484,0.000000,0.416667,0.464286,0.297619,0.000000,0.051250,0.296071
language_symbolic_planner,nominal_abstraction,0,mobile_manipulation_with_occlusion,temporal_precondition_loss,84,5,0,0,84,0,44,22,19,0,0,4.200000,6.970614,0.000000,0,0.059524,0.000000,0.000000,0.298343,0.000000,0.523810,0.261905,0.226190,0.000000,0.050000,0.082983
language_symbolic_planner,nominal_abstraction,0,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,84,11,84,0,0,0,29,30,24,0,0,4.200000,22.087928,0.000000,0,0.130952,0.000000,0.000000,0.440424,0.000000,0.345238,0.357143,0.285714,0.000000,0.050000,0.262952
language_symbolic_planner,nominal_abstraction,1,tabletop_manipulation_with_support,erased_contact_force,84,10,84,0,0,0,37,22,21,0,0,4.200000,24.569632,0.000000,0,0.119048,0.000000,0.000000,0.351555,0.000000,0.440476,0.261905,0.250000,0.000000,0.050000,0.292496
language_symbolic_planner,nominal_abstraction,1,tabletop_manipulation_with_support,hidden_support_relation,84,9,84,0,0,0,42,32,25,0,0,4.200000,23.191372,0.000000,0,0.107143,0.000000,0.000000,0.307171,0.000000,0.500000,0.380952,0.297619,0.000000,0.050000,0.276088
language_symbolic_planner,nominal_abstraction,1,tabletop_manipulation_with_support,clearance_tolerance_collapse,84,9,84,1,0,0,37,31,24,1,1,4.305000,29.514062,0.000000,0,0.107143,0.011905,0.000000,0.335228,0.000000,0.440476,0.369048,0.285714,1.000000,0.051250,0.351358
language_symbolic_planner,nominal_abstraction,1,tabletop_manipulation_with_support,friction_state_aliasing,84,5,84,0,0,0,43,29,24,0,0,4.200000,15.966120,0.000000,0,0.059524,0.000000,0.000000,0.372560,0.000000,0.511905,0.345238,0.285714,0.000000,0.050000,0.190073
language_symbolic_planner,nominal_abstraction,1,tabletop_manipulation_with_support,deformable_constraint_erasure,84,11,84,0,0,0,34,26,37,0,0,4.200000,25.911941,0.000000,0,0.130952,0.000000,0.000000,0.372575,0.000000,0.404762,0.309524,0.440476,0.000000,0.050000,0.308475
language_symbolic_planner,nominal_abstraction,1,tabletop_manipulation_with_support,temporal_precondition_loss,84,6,0,0,84,0,48,15,13,0,0,4.200000,7.189036,0.000000,0,0.071429,0.000000,0.000000,0.320297,0.000000,0.571429,0.178571,0.154762,0.000000,0.050000,0.085584
language_symbolic_planner,nominal_abstraction,1,tabletop_manipulation_with_support,tool_affordance_misabstraction,84,15,84,0,0,0,34,27,24,0,0,4.200000,21.874561,0.000000,0,0.178571,0.000000,0.000000,0.379853,0.000000,0.404762,0.321429,0.285714,0.000000,0.050000,0.260411
language_symbolic_planner,nominal_abstraction,1,tool_use_with_hidden_leverage,erased_contact_force,84,13,84,0,0,0,40,32,25,0,0,4.200000,27.089937,0.000000,0,0.154762,0.000000,0.000000,0.300889,0.000000,0.476190,0.380952,0.297619,0.000000,0.050000,0.322499
language_symbolic_planner,nominal_abstraction,1,tool_use_with_hidden_leverage,hidden_support_relation,84,9,84,0,0,0,37,35,24,0,0,4.200000,25.810418,0.000000,0,0.107143,0.000000,0.000000,0.336448,0.000000,0.440476,0.416667,0.285714,0.000000,0.050000,0.307267
language_symbolic_planner,nominal_abstraction,1,tool_use_with_hidden_leverage,clearance_tolerance_collapse,84,18,84,0,0,0,27,41,32,0,0,4.200000,32.696290,0.000000,0,0.214286,0.000000,0.000000,0.464471,0.000000,0.321429,0.488095,0.380952,0.000000,0.050000,0.389242
language_symbolic_planner,nominal_abstraction,1,tool_use_with_hidden_leverage,friction_state_aliasing,84,8,84,0,0,0,36,31,26,0,0,4.200000,18.534733,0.000000,0,0.095238,0.000000,0.000000,0.383087,0.000000,0.428571,0.369048,0.309524,0.000000,0.050000,0.220652
language_symbolic_planner,nominal_abstraction,1,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,14,84,0,0,0,39,29,35,0,0,4.200000,27.620041,0.000000,0,0.166667,0.000000,0.000000,0.300171,0.000000,0.464286,0.345238,0.416667,0.000000,0.050000,0.328810
language_symbolic_planner,nominal_abstraction,1,tool_use_with_hidden_leverage,temporal_precondition_loss,84,10,0,0,84,0,48,23,13,0,0,4.200000,8.477485,0.000000,0,0.119048,0.000000,0.000000,0.291268,0.000000,0.571429,0.273810,0.154762,0.000000,0.050000,0.100922
language_symbolic_planner,nominal_abstraction,1,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,13,84,0,0,0,42,34,25,0,0,4.200000,24.681406,0.000000,0,0.154762,0.000000,0.000000,0.349751,0.000000,0.500000,0.404762,0.297619,0.000000,0.050000,0.293826
language_symbolic_planner,nominal_abstraction,1,container_insertion_clearance,erased_contact_force,84,13,84,0,0,0,36,33,25,0,0,4.200000,25.158796,0.000000,0,0.154762,0.000000,0.000000,0.373730,0.000000,0.428571,0.392857,0.297619,0.000000,0.050000,0.299509
language_symbolic_planner,nominal_abstraction,1,container_insertion_clearance,hidden_support_relation,84,11,84,0,0,0,43,30,21,0,0,4.200000,23.044556,0.000000,0,0.130952,0.000000,0.000000,0.245135,0.000000,0.511905,0.357143,0.250000,0.000000,0.050000,0.274340
language_symbolic_planner,nominal_abstraction,1,container_insertion_clearance,clearance_tolerance_collapse,84,4,84,0,0,0,42,37,28,0,0,4.200000,29.194985,0.000000,0,0.047619,0.000000,0.000000,0.328113,0.000000,0.500000,0.440476,0.333333,0.000000,0.050000,0.347559
language_symbolic_planner,nominal_abstraction,1,container_insertion_clearance,friction_state_aliasing,84,7,84,1,0,0,46,28,21,1,0,4.305000,16.959239,0.000000,0,0.083333,0.011905,0.000000,0.266603,0.000000,0.547619,0.333333,0.250000,0.000000,0.051250,0.201896
language_symbolic_planner,nominal_abstraction,1,container_insertion_clearance,deformable_constraint_erasure,84,16,84,0,0,0,32,29,26,0,0,4.200000,26.956215,0.000000,0,0.190476,0.000000,0.000000,0.395320,0.000000,0.380952,0.345238,0.309524,0.000000,0.050000,0.320907
language_symbolic_planner,nominal_abstraction,1,container_insertion_clearance,temporal_precondition_loss,84,7,0,0,84,0,46,20,21,0,0,4.200000,7.959496,0.000000,0,0.083333,0.000000,0.000000,0.316287,0.000000,0.547619,0.238095,0.250000,0.000000,0.050000,0.094756
language_symbolic_planner,nominal_abstraction,1,container_insertion_clearance,tool_affordance_misabstraction,84,7,84,1,0,0,36,38,23,1,1,4.305000,22.888588,0.000000,0,0.083333,0.011905,0.000000,0.421207,0.000000,0.428571,0.452381,0.273810,1.000000,0.051250,0.272483
language_symbolic_planner,nominal_abstraction,1,deformable_object_packing,erased_contact_force,84,15,84,0,0,0,36,35,34,0,0,4.200000,27.306241,0.000000,0,0.178571,0.000000,0.000000,0.324678,0.000000,0.428571,0.416667,0.404762,0.000000,0.050000,0.325074
language_symbolic_planner,nominal_abstraction,1,deformable_object_packing,hidden_support_relation,84,9,84,0,0,0,40,38,27,0,0,4.200000,26.653448,0.000000,0,0.107143,0.000000,0.000000,0.374867,0.000000,0.476190,0.452381,0.321429,0.000000,0.050000,0.317303
language_symbolic_planner,nominal_abstraction,1,deformable_object_packing,clearance_tolerance_collapse,84,8,84,1,0,0,28,34,27,1,0,4.305000,32.406310,0.000000,0,0.095238,0.011905,0.000000,0.416061,0.000000,0.333333,0.404762,0.321429,0.000000,0.051250,0.385789
language_symbolic_planner,nominal_abstraction,1,deformable_object_packing,friction_state_aliasing,84,12,84,0,0,0,45,21,28,0,0,4.200000,18.557942,0.000000,0,0.142857,0.000000,0.000000,0.275298,0.000000,0.535714,0.250000,0.333333,0.000000,0.050000,0.220928
language_symbolic_planner,nominal_abstraction,1,deformable_object_packing,deformable_constraint_erasure,84,14,84,3,0,0,22,33,28,3,2,4.515000,27.894220,0.000000,0,0.166667,0.035714,0.000000,0.473676,0.000000,0.261905,0.392857,0.333333,0.666667,0.053750,0.332074
language_symbolic_planner,nominal_abstraction,1,deformable_object_packing,temporal_precondition_loss,84,6,0,0,84,0,49,26,12,0,0,4.200000,8.956391,0.000000,0,0.071429,0.000000,0.000000,0.275244,0.000000,0.583333,0.309524,0.142857,0.000000,0.050000,0.106624
language_symbolic_planner,nominal_abstraction,1,deformable_object_packing,tool_affordance_misabstraction,84,13,84,0,0,0,37,35,20,0,0,4.200000,26.292383,0.000000,0,0.154762,0.000000,0.000000,0.322333,0.000000,0.440476,0.416667,0.238095,0.000000,0.050000,0.313005
language_symbolic_planner,nominal_abstraction,1,mobile_manipulation_with_occlusion,erased_contact_force,84,13,84,0,0,0,37,28,21,0,0,4.200000,24.453879,0.000000,0,0.154762,0.000000,0.000000,0.363213,0.000000,0.440476,0.333333,0.250000,0.000000,0.050000,0.291118
language_symbolic_planner,nominal_abstraction,1,mobile_manipulation_with_occlusion,hidden_support_relation,84,10,84,0,0,0,36,29,22,0,0,4.200000,23.270482,0.000000,0,0.119048,0.000000,0.000000,0.346965,0.000000,0.428571,0.345238,0.261905,0.000000,0.050000,0.277030
language_symbolic_planner,nominal_abstraction,1,mobile_manipulation_with_occlusion,clearance_tolerance_collapse,84,18,84,0,0,0,32,35,25,0,0,4.200000,28.590036,0.000000,0,0.214286,0.000000,0.000000,0.387863,0.000000,0.380952,0.416667,0.297619,0.000000,0.050000,0.340358
language_symbolic_planner,nominal_abstraction,1,mobile_manipulation_with_occlusion,friction_state_aliasing,84,7,84,1,0,0,38,28,27,1,1,4.305000,15.577234,0.000000,0,0.083333,0.011905,0.000000,0.398903,0.000000,0.452381,0.333333,0.321429,1.000000,0.051250,0.185443
language_symbolic_planner,nominal_abstraction,1,mobile_manipulation_with_occlusion,deformable_constraint_erasure,84,8,84,0,0,0,34,28,35,0,0,4.200000,25.508586,0.000000,0,0.095238,0.000000,0.000000,0.377280,0.000000,0.404762,0.333333,0.416667,0.000000,0.050000,0.303674
language_symbolic_planner,nominal_abstraction,1,mobile_manipulation_with_occlusion,temporal_precondition_loss,84,5,0,0,84,0,52,29,17,0,0,4.200000,6.792723,0.000000,0,0.059524,0.000000,0.000000,0.255099,0.000000,0.619048,0.345238,0.202381,0.000000,0.050000,0.080866
language_symbolic_planner,nominal_abstraction,1,mobile_manipulation_with_occlusion,tool_affordance_misabstraction,84,18,84,0,0,0,36,34,22,0,0,4.200000,22.036412,0.000000,0,0.214286,0.000000,0.000000,0.325067,0.000000,0.428571,0.404762,0.261905,0.000000,0.050000,0.262338
language_symbolic_planner,nominal_abstraction,2,tabletop_manipulation_with_support,erased_contact_force,84,9,84,0,0,0,30,26,16,0,0,4.200000,24.415669,0.000000,0,0.107143,0.000000,0.000000,0.428788,0.000000,0.357143,0.309524,0.190476,0.000000,0.050000,0.290663
language_symbolic_planner,nominal_abstraction,2,tabletop_manipulation_with_support,hidden_support_relation,84,10,84,0,0,0,38,35,28,0,0,4.200000,23.822069,0.000000,0,0.119048,0.000000,0.000000,0.374392,0.000000,0.452381,0.416667,0.333333,0.000000,0.050000,0.283596
language_symbolic_planner,nominal_abstraction,2,tabletop_manipulation_with_support,clearance_tolerance_collapse,84,11,84,0,0,0,32,38,25,0,0,4.200000,29.682989,0.000000,0,0.130952,0.000000,0.000000,0.396658,0.000000,0.380952,0.452381,0.297619,0.000000,0.050000,0.353369
language_symbolic_planner,nominal_abstraction,2,tabletop_manipulation_with_support,friction_state_aliasing,84,10,84,0,0,0,43,25,22,0,0,4.200000,16.625552,0.000000,0,0.119048,0.000000,0.000000,0.319474,0.000000,0.511905,0.297619,0.261905,0.000000,0.050000,0.197923
language_symbolic_planner,nominal_abstraction,2,tabletop_manipulation_with_support,deformable_constraint_erasure,84,10,84,0,0,0,32,29,32,0,0,4.200000,25.357981,0.000000,0,0.119048,0.000000,0.000000,0.360148,0.000000,0.380952,0.345238,0.380952,0.000000,0.050000,0.301881
language_symbolic_planner,nominal_abstraction,2,tabletop_manipulation_with_support,temporal_precondition_loss,84,9,0,0,84,1,40,24,19,1,1,4.305000,6.267096,0.000000,0,0.107143,0.000000,0.011905,0.401422,0.000000,0.476190,0.285714,0.226190,1.000000,0.051250,0.074608
language_symbolic_planner,nominal_abstraction,2,tabletop_manipulation_with_support,tool_affordance_misabstraction,84,13,84,0,0,0,35,37,25,0,0,4.200000,22.414054,0.000000,0,0.154762,0.000000,0.000000,0.405365,0.000000,0.416667,0.440476,0.297619,0.000000,0.050000,0.266834
language_symbolic_planner,nominal_abstraction,2,tool_use_with_hidden_leverage,erased_contact_force,84,11,84,0,0,0,33,22,22,0,0,4.200000,26.673020,0.000000,0,0.130952,0.000000,0.000000,0.383707,0.000000,0.392857,0.261905,0.261905,0.000000,0.050000,0.317536
language_symbolic_planner,nominal_abstraction,2,tool_use_with_hidden_leverage,hidden_support_relation,84,6,84,0,0,0,46,39,23,0,0,4.200000,26.357470,0.000000,0,0.071429,0.000000,0.000000,0.222015,0.000000,0.547619,0.464286,0.273810,0.000000,0.050000,0.313779
language_symbolic_planner,nominal_abstraction,2,tool_use_with_hidden_leverage,clearance_tolerance_collapse,84,9,84,0,0,0,32,38,22,0,0,4.200000,32.911346,0.000000,0,0.107143,0.000000,0.000000,0.403477,0.000000,0.380952,0.452381,0.261905,0.000000,0.050000,0.391802
language_symbolic_planner,nominal_abstraction,2,tool_use_with_hidden_leverage,friction_state_aliasing,84,12,84,0,0,0,45,33,26,0,0,4.200000,18.620056,0.000000,0,0.142857,0.000000,0.000000,0.270414,0.000000,0.535714,0.392857,0.309524,0.000000,0.050000,0.221667
language_symbolic_planner,nominal_abstraction,2,tool_use_with_hidden_leverage,deformable_constraint_erasure,84,13,84,0,0,0,26,24,35,0,0,4.200000,27.199052,0.000000,0,0.154762,0.000000,0.000000,0.463010,0.000000,0.309524,0.285714,0.416667,0.000000,0.050000,0.323798
language_symbolic_planner,nominal_abstraction,2,tool_use_with_hidden_leverage,temporal_precondition_loss,84,6,0,0,84,0,46,24,19,0,0,4.200000,8.088710,0.000000,0,0.071429,0.000000,0.000000,0.285780,0.000000,0.547619,0.285714,0.226190,0.000000,0.050000,0.096294
language_symbolic_planner,nominal_abstraction,2,tool_use_with_hidden_leverage,tool_affordance_misabstraction,84,12,84,1,0,0,30,31,29,1,1,4.305000,24.615206,0.000000,0,0.142857,0.011905,0.000000,0.416092,0.000000,0.357143,0.369048,0.345238,1.000000,0.051250,0.293038
language_symbolic_planner,nominal_abstraction,2,container_insertion_clearance,erased_contact_force,84,9,84,0,0,0,36,28,17,0,0,4.200000,25.612090,0.000000,0,0.107143,0.000000,0.000000,0.346042,0.000000,0.428571,0.333333,0.202381,0.000000,0.050000,0.304906
language_symbolic_planner,nominal_abstraction,2,container_insertion_clearance,hidden_support_relation,84,12,84,1,0,0,35,31,23,1,0,4.305000,23.653648,0.000000,0,0.142857,0.011905,0.000000,0.386800,0.000000,0.416667,0.369048,0.273810,0.000000,0.051250,0.281591
language_symbolic_planner,nominal_abstraction,2,container_insertion_clearance,clearance_tolerance_collapse,84,19,84,0,0,0,32,33,27,0,0,4.200000,29.837730,0.000000,0,0.226190,0.000000,0.000000,0.458680,0.000000,0.380952,0.392857,0.321429,0.000000,0.050000,0.355211
language_symbolic_planner,nominal_abstraction,2,container_insertion_clearance,friction_state_aliasing,84,8,84,0,0,0,43,23,25,0,0,4.200000,17.021371,0.000000,0,0.095238,0.000000,0.000000,0.387892,0.000000,0.511905,0.273810,0.297619,0.000000,0.050000,0.202635
language_symbolic_planner,nominal_abstraction,2,container_insertion_clearance,deformable_constraint_erasure,84,12,84,1,0,0,31,35,31,1,1,4.305000,26.742704,0.000000,0,0.142857,0.011905,0.000000,0.417798,0.000000,0.369048,0.416667,0.369048,1.000000,0.051250,0.318366
language_symbolic_planner,nominal_abstraction,2,container_insertion_clearance,temporal_precondition_loss,84,14,0,0,84,0,50,26,23,0,0,4.200000,7.869561,0.000000,0,0.166667,0.000000,0.000000,0.239452,0.000000,0.595238,0.309524,0.273810,0.000000,0.050000,0.093685
language_symbolic_planner,nominal_abstraction,2,container_insertion_clearance,tool_affordance_misabstraction,84,7,84,0,0,0,37,40,32,0,0,4.200000,23.262687,0.000000,0,0.083333,0.000000,0.000000,0.413567,0.000000,0.440476,0.476190,0.380952,0.000000,0.050000,0.276937
language_symbolic_planner,nominal_abstraction,2,deformable_object_packing,erased_contact_force,84,21,84,1,0,0,32,35,28,1,1,4.305000,27.043570,0.000000,0,0.250000,0.011905,0.000000,0.435543,0.000000,0.380952,0.416667,0.333333,1.000000,0.051250,0.321947
language_symbolic_planner,nominal_abstraction,2,deformable_object_packing,hidden_support_relation,84,12,84,0,0,0,40,34,20,0,0,4.200000,26.990881,0.000000,0,0.142857,0.000000,0.000000,0.308924,0.000000,0.476190,0.404762,0.238095,0.000000,0.050000,0.321320
language_symbolic_planner,nominal_abstraction,2,deformable_object_packing,clearance_tolerance_collapse,84,12,84,1,0,0,29,42,29,1,0,4.305000,32.555639,0.000000,0,0.142857,0.011905,0.000000,0.429488,0.000000,0.345238,0.500000,0.345238,0.000000,0.051250,0.387567
language_symbolic_planner,nominal_abstraction,2,deformable_object_packing,friction_state_aliasing,84,9,84,0,0,0,38,25,33,0,0,4.200000,19.652939,0.000000,0,0.107143,0.000000,0.000000,0.329741,0.000000,0.452381,0.297619,0.392857,0.000000,0.050000,0.233964
language_symbolic_planner,nominal_abstraction,2,deformable_object_packing,deformable_constraint_erasure,84,12,84,0,0,0,33,31,39,0,0,4.200000,28.619780,0.000000,0,0.142857,0.000000,0.000000,0.349254,0.000000,0.392857,0.369048,0.464286,0.000000,0.050000,0.340712
language_symbolic_planner,nominal_abstraction,2,deformable_object_packing,temporal_precondition_loss,84,6,0,0,84,0,44,24,18,0,0,4.200000,8.796872,0.000000,0,0.071429,0.000000,0.000000,0.369193,0.000000,0.523810,0.285714,0.214286,0.000000,0.050000,0.104725
