method,seed,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
affordance_graph_planner,0,192,0.484728,0.014814,0.266945,0.013490,0.226196,0.012152,0.347222,0.028680,0.595486,0.055668,0.204861,0.029738,0.025174,0.012836,0.294796,0.012427,0.260240,0.026613,0.043225,0.026542,0.620660,0.051582,0.586806,0.049496
affordance_graph_planner,1,192,0.479223,0.015069,0.274659,0.013356,0.231002,0.012029,0.320312,0.025635,0.574653,0.054091,0.210938,0.028922,0.030382,0.013923,0.290216,0.011787,0.271426,0.026258,0.031709,0.027022,0.605035,0.049167,0.572917,0.048044
affordance_graph_planner,2,192,0.478012,0.014763,0.278841,0.013224,0.232663,0.011594,0.341146,0.026786,0.566840,0.053784,0.178819,0.024063,0.020833,0.010653,0.286372,0.011918,0.276764,0.025725,0.028491,0.026267,0.587674,0.050311,0.554688,0.048619
affordance_graph_planner,3,192,0.489725,0.014587,0.262096,0.013209,0.220925,0.011980,0.338542,0.025747,0.604167,0.055196,0.230903,0.029717,0.026042,0.012687,0.299878,0.012398,0.251365,0.026249,0.052694,0.026045,0.630208,0.050741,0.607639,0.049261
affordance_graph_planner,4,192,0.484716,0.015464,0.271556,0.013633,0.229945,0.012879,0.353299,0.029162,0.580729,0.056369,0.188368,0.027808,0.025174,0.014335,0.289858,0.012612,0.264905,0.027556,0.039913,0.027817,0.605903,0.052867,0.573785,0.050986
affordance_graph_planner,5,192,0.481760,0.015399,0.276834,0.013518,0.231391,0.012043,0.338542,0.027496,0.576389,0.054364,0.189236,0.023043,0.023438,0.011469,0.288512,0.011714,0.271009,0.026525,0.033419,0.027490,0.599826,0.050434,0.557292,0.048288
affordance_graph_planner,6,192,0.492150,0.013976,0.257089,0.012726,0.217696,0.011419,0.362847,0.029741,0.614583,0.053544,0.291667,0.031822,0.031250,0.014399,0.304521,0.011575,0.245032,0.024761,0.058399,0.025132,0.645833,0.047976,0.620660,0.046603
affordance_graph_planner,7,192,0.466480,0.016530,0.288719,0.014731,0.241914,0.013237,0.367188,0.027773,0.544271,0.055941,0.152778,0.023306,0.013889,0.007755,0.278265,0.012877,0.297156,0.028788,0.007974,0.029669,0.558160,0.053717,0.519965,0.052473
affordance_graph_planner,8,192,0.487322,0.014409,0.265509,0.012996,0.223943,0.011668,0.351562,0.028376,0.596354,0.054181,0.217014,0.029863,0.029514,0.014472,0.296356,0.012049,0.256820,0.025440,0.047619,0.025716,0.625868,0.049366,0.588542,0.047452
affordance_graph_planner,9,192,0.483264,0.014203,0.266350,0.012941,0.224384,0.011684,0.348090,0.027373,0.593750,0.054673,0.223090,0.031684,0.031250,0.014798,0.295967,0.011917,0.260446,0.025305,0.042918,0.025475,0.625000,0.049616,0.591146,0.048175
grounded_geometric_tamp,0,192,0.602871,0.015847,0.210905,0.010279,0.179490,0.008018,0.303819,0.027078,0.773438,0.052306,0.208333,0.027717,0.028646,0.014607,0.348645,0.011414,0.136917,0.020192,0.204883,0.022410,0.802083,0.045365,0.669271,0.048697
grounded_geometric_tamp,1,192,0.599005,0.015263,0.214452,0.010085,0.180458,0.007762,0.290799,0.028873,0.763889,0.052927,0.203125,0.023190,0.033854,0.015548,0.346134,0.011079,0.140847,0.019832,0.199316,0.021667,0.797743,0.044752,0.648438,0.046925
grounded_geometric_tamp,2,192,0.603404,0.015755,0.214548,0.010506,0.179744,0.008110,0.297743,0.027939,0.769097,0.052729,0.196181,0.031453,0.020833,0.011695,0.345771,0.011762,0.139724,0.020592,0.204326,0.022398,0.789931,0.047671,0.672743,0.049167
grounded_geometric_tamp,3,192,0.603881,0.015630,0.209661,0.010300,0.177749,0.008154,0.293403,0.025925,0.774306,0.053235,0.211806,0.030127,0.030382,0.014735,0.349735,0.011427,0.135291,0.020363,0.207410,0.022315,0.804688,0.045878,0.678819,0.047976
grounded_geometric_tamp,4,192,0.595051,0.015949,0.215549,0.010772,0.181508,0.008441,0.284722,0.027804,0.759549,0.053275,0.162326,0.023319,0.028646,0.015384,0.344684,0.011665,0.146499,0.020892,0.194580,0.023034,0.788194,0.046900,0.650174,0.049119
grounded_geometric_tamp,5,192,0.599791,0.016532,0.215247,0.011020,0.180689,0.008455,0.288194,0.026201,0.766493,0.053404,0.161458,0.022098,0.023438,0.011720,0.345080,0.011919,0.141999,0.021466,0.199918,0.023659,0.789931,0.047610,0.649306,0.049142
grounded_geometric_tamp,6,192,0.602562,0.016519,0.213760,0.010791,0.181134,0.008466,0.278646,0.028254,0.767361,0.053344,0.178819,0.029198,0.026910,0.015819,0.346048,0.011949,0.138864,0.021271,0.202824,0.023548,0.794271,0.047594,0.664931,0.049615
grounded_geometric_tamp,7,192,0.602752,0.016014,0.209972,0.010557,0.177559,0.008396,0.301215,0.025179,0.777778,0.053691,0.177083,0.024676,0.028646,0.014203,0.347787,0.011634,0.134718,0.020766,0.207056,0.022938,0.806424,0.046778,0.672743,0.048929
grounded_geometric_tamp,8,192,0.602277,0.016517,0.213254,0.010686,0.180901,0.008413,0.284722,0.026954,0.767361,0.052961,0.177083,0.026931,0.027778,0.013928,0.346343,0.011652,0.139666,0.021051,0.202876,0.023566,0.795139,0.046276,0.661458,0.049316
grounded_geometric_tamp,9,192,0.598665,0.016364,0.214735,0.010816,0.181324,0.008516,0.299479,0.026922,0.761285,0.053812,0.189236,0.026453,0.032118,0.014858,0.346189,0.011591,0.142918,0.021210,0.198165,0.023611,0.793403,0.046183,0.658854,0.047476
language_symbolic_planner,0,192,0.268259,0.010725,0.475100,0.008657,0.383785,0.007817,0.040799,0.012477,0.000000,0.000000,0.116319,0.017767,0.000000,0.000000,0.052705,0.000950,0.609226,0.016629,-0.305761,0.020259,0.023438,0.008217,0.004340,0.003764
language_symbolic_planner,1,192,0.268202,0.011041,0.473883,0.008748,0.380934,0.008444,0.029514,0.009944,0.000000,0.000000,0.127604,0.020784,0.000000,0.000000,0.054071,0.001164,0.606768,0.017305,-0.303633,0.021163,0.034722,0.009898,0.012153,0.006146
language_symbolic_planner,2,192,0.273279,0.010674,0.469622,0.008669,0.375522,0.008019,0.033854,0.010664,0.000000,0.000000,0.134549,0.020883,0.000000,0.000000,0.054973,0.001223,0.597822,0.016707,-0.292567,0.020357,0.043403,0.010650,0.017361,0.007220
language_symbolic_planner,3,192,0.269522,0.010753,0.474136,0.008557,0.380591,0.007772,0.044271,0.012472,0.000000,0.000000,0.122396,0.017350,0.000000,0.000000,0.053383,0.001035,0.605983,0.016659,-0.301923,0.020334,0.029514,0.009023,0.011285,0.005939
language_symbolic_planner,4,192,0.272128,0.010513,0.472000,0.008366,0.378968,0.007989,0.028646,0.010139,0.000000,0.000000,0.113715,0.019271,0.000000,0.000000,0.053547,0.001371,0.601796,0.016297,-0.296978,0.019837,0.031250,0.011971,0.002604,0.002931
language_symbolic_planner,5,192,0.270878,0.010855,0.472719,0.008882,0.377648,0.008078,0.052951,0.013818,0.000000,0.000000,0.146701,0.019468,0.000000,0.000000,0.054223,0.001297,0.602407,0.016984,-0.297979,0.020695,0.036458,0.011162,0.006944,0.004723
language_symbolic_planner,6,192,0.271053,0.010596,0.470421,0.008260,0.378706,0.007545,0.035590,0.011087,0.000000,0.000000,0.134549,0.020174,0.000000,0.000000,0.054785,0.001177,0.600900,0.016172,-0.297470,0.019787,0.041667,0.010235,0.008681,0.005252
language_symbolic_planner,7,192,0.272363,0.010691,0.471651,0.008711,0.378647,0.008091,0.029514,0.009944,0.000000,0.000000,0.144097,0.021877,0.000000,0.000000,0.053654,0.001243,0.601485,0.016740,-0.296355,0.020309,0.032118,0.011038,0.007812,0.005548
language_symbolic_planner,8,192,0.271421,0.010901,0.471054,0.008743,0.379880,0.008160,0.039062,0.012117,0.000000,0.000000,0.101562,0.017371,0.000000,0.000000,0.053931,0.001102,0.602394,0.016847,-0.297956,0.020789,0.035590,0.009982,0.011285,0.005939
language_symbolic_planner,9,192,0.270161,0.010435,0.471957,0.008114,0.378920,0.007634,0.030382,0.010323,0.000000,0.000000,0.144097,0.019782,0.000000,0.000000,0.054456,0.001143,0.602631,0.015938,-0.299268,0.019492,0.039062,0.010013,0.006076,0.004430
learned_failure_classifier_tamp,0,192,0.429461,0.016899,0.327222,0.014562,0.274853,0.013160,0.446181,0.027505,0.434028,0.049964,0.190104,0.023833,0.005208,0.004768,0.274481,0.013516,0.376969,0.028246,-0.073505,0.029534,0.439236,0.049277,0.368056,0.050709
learned_failure_classifier_tamp,1,192,0.429297,0.016842,0.327816,0.014721,0.273725,0.013231,0.461806,0.028945,0.434028,0.051002,0.187500,0.026372,0.006076,0.006090,0.274689,0.013655,0.376423,0.028589,-0.073288,0.029607,0.440104,0.050321,0.361111,0.051308
learned_failure_classifier_tamp,2,192,0.433097,0.016833,0.325845,0.014596,0.270701,0.013025,0.495660,0.029292,0.440972,0.049614,0.195312,0.025378,0.004340,0.003764,0.275180,0.013629,0.371628,0.028016,-0.066374,0.029381,0.445312,0.048976,0.375868,0.050961
learned_failure_classifier_tamp,3,192,0.427480,0.016402,0.329002,0.014472,0.274696,0.013157,0.462674,0.028817,0.424479,0.051897,0.205729,0.031659,0.005208,0.004113,0.272813,0.013727,0.379764,0.028393,-0.075704,0.028872,0.429688,0.051199,0.359375,0.050813
learned_failure_classifier_tamp,4,192,0.434577,0.015822,0.322665,0.013477,0.269947,0.012699,0.451389,0.029824,0.447049,0.048056,0.222222,0.026573,0.005208,0.005863,0.277214,0.013127,0.368177,0.026457,-0.063360,0.027691,0.452257,0.047435,0.388889,0.048987
learned_failure_classifier_tamp,5,192,0.432068,0.016497,0.325919,0.014594,0.270474,0.012996,0.464410,0.028658,0.439236,0.051585,0.212674,0.030245,0.006076,0.005592,0.275138,0.013697,0.371692,0.028174,-0.067265,0.028919,0.445312,0.050842,0.367188,0.050462
learned_failure_classifier_tamp,6,192,0.441388,0.015597,0.316965,0.013694,0.265050,0.012350,0.486979,0.029734,0.467882,0.049729,0.253472,0.031265,0.006944,0.005304,0.281361,0.013281,0.354890,0.026523,-0.051459,0.027215,0.474826,0.048687,0.390625,0.050870
learned_failure_classifier_tamp,7,192,0.439140,0.016080,0.318581,0.013999,0.266532,0.012813,0.483507,0.030281,0.460069,0.050516,0.265625,0.031928,0.004340,0.003764,0.278994,0.013477,0.359847,0.027201,-0.054718,0.028122,0.464410,0.049857,0.386285,0.049897
learned_failure_classifier_tamp,8,192,0.444185,0.015761,0.312519,0.013578,0.262412,0.012494,0.484375,0.030814,0.477431,0.049864,0.264757,0.032388,0.006944,0.005304,0.283670,0.013176,0.349593,0.026650,-0.045154,0.027467,0.484375,0.048797,0.400174,0.050318
learned_failure_classifier_tamp,9,192,0.444457,0.015216,0.311930,0.013358,0.261187,0.012281,0.454861,0.030320,0.478299,0.049959,0.269965,0.029803,0.008681,0.006263,0.284972,0.013252,0.347569,0.026158,-0.044205,0.026525,0.486979,0.048664,0.408854,0.049014
llm_tamp_failure_reasoning,0,192,0.577165,0.012276,0.205716,0.009355,0.175700,0.007388,0.395833,0.025814,0.785590,0.051437,0.273438,0.027197,0.034722,0.014838,0.346801,0.010452,0.129941,0.018433,0.185689,0.018574,0.820312,0.042056,0.662326,0.045864
llm_tamp_failure_reasoning,1,192,0.569596,0.013107,0.212416,0.010596,0.179654,0.008242,0.385417,0.028810,0.773438,0.052583,0.253472,0.032272,0.027778,0.013504,0.341192,0.011425,0.140867,0.020390,0.173743,0.020335,0.801215,0.045641,0.633681,0.047717
llm_tamp_failure_reasoning,2,192,0.574860,0.013019,0.208989,0.010464,0.175937,0.008158,0.370660,0.028410,0.780382,0.053063,0.205729,0.029470,0.029514,0.016181,0.343184,0.011697,0.134214,0.020118,0.182834,0.019950,0.809896,0.046379,0.671875,0.049080
llm_tamp_failure_reasoning,3,192,0.571454,0.012660,0.209510,0.010299,0.177031,0.008114,0.404514,0.027346,0.776910,0.052161,0.254340,0.029342,0.032118,0.016171,0.344193,0.011036,0.137939,0.019778,0.177915,0.019804,0.809028,0.044480,0.669271,0.046994
llm_tamp_failure_reasoning,4,192,0.578794,0.011940,0.202305,0.009205,0.171976,0.007387,0.395833,0.031500,0.789931,0.051146,0.278646,0.029758,0.041667,0.018995,0.349156,0.010458,0.125782,0.017844,0.190989,0.018137,0.831597,0.040654,0.672743,0.045156
llm_tamp_failure_reasoning,5,192,0.577061,0.012581,0.205525,0.009827,0.174397,0.008060,0.404514,0.029790,0.779514,0.052411,0.253472,0.031265,0.038194,0.018366,0.347796,0.011049,0.130616,0.019289,0.186216,0.019308,0.817708,0.043434,0.668403,0.047763
llm_tamp_failure_reasoning,6,192,0.576213,0.012398,0.204262,0.009658,0.174078,0.007895,0.390625,0.029512,0.782986,0.052369,0.296875,0.034321,0.041667,0.019450,0.347762,0.010718,0.129039,0.019074,0.186345,0.019147,0.824653,0.042526,0.675347,0.045115
llm_tamp_failure_reasoning,7,192,0.574110,0.012164,0.203158,0.009831,0.172362,0.007651,0.368924,0.027092,0.786458,0.051651,0.308160,0.030064,0.036458,0.016610,0.348803,0.010763,0.130951,0.018579,0.185681,0.018762,0.822917,0.042312,0.688368,0.044865
llm_tamp_failure_reasoning,8,192,0.571125,0.012616,0.210119,0.010290,0.178239,0.008028,0.355903,0.028466,0.770833,0.053319,0.249132,0.028029,0.031250,0.015186,0.342699,0.011363,0.139056,0.019877,0.176990,0.019529,0.802083,0.045876,0.647569,0.047442
llm_tamp_failure_reasoning,9,192,0.569800,0.012922,0.211758,0.010281,0.179332,0.008228,0.367188,0.027137,0.777778,0.051534,0.248264,0.032094,0.027778,0.013504,0.342163,0.011131,0.140685,0.019860,0.174153,0.020106,0.805556,0.044374,0.651042,0.047098
neuro_symbolic_predicate_planner,0,192,0.410841,0.011240,0.318930,0.011353,0.265652,0.010429,0.282118,0.027233,0.486979,0.049199,0.218750,0.025258,0.019965,0.011087,0.205656,0.008274,0.355248,0.021114,-0.051783,0.022242,0.538194,0.047086,0.325521,0.038620
neuro_symbolic_predicate_planner,1,192,0.397429,0.010993,0.333541,0.011041,0.275290,0.010108,0.278646,0.026881,0.453993,0.047592,0.159722,0.023739,0.017361,0.009637,0.195910,0.007505,0.379650,0.020431,-0.076515,0.021995,0.497396,0.045420,0.295139,0.035697
neuro_symbolic_predicate_planner,2,192,0.410906,0.009878,0.317811,0.010171,0.260999,0.009489,0.305556,0.026020,0.470486,0.045962,0.257812,0.027377,0.015625,0.008750,0.204878,0.007465,0.352647,0.018613,-0.047392,0.019906,0.544271,0.044530,0.323785,0.036759
neuro_symbolic_predicate_planner,3,192,0.404110,0.009653,0.328782,0.010117,0.271377,0.009334,0.294271,0.026888,0.462674,0.046132,0.199653,0.027951,0.014757,0.008268,0.199053,0.007515,0.369637,0.018532,-0.065578,0.019627,0.502604,0.044904,0.303819,0.033945
neuro_symbolic_predicate_planner,4,192,0.399563,0.010837,0.333320,0.011114,0.274444,0.010183,0.288194,0.027712,0.450521,0.048190,0.176215,0.026557,0.011285,0.008023,0.195227,0.007962,0.378176,0.020530,-0.073358,0.021671,0.489583,0.047619,0.295139,0.038217
neuro_symbolic_predicate_planner,5,192,0.400514,0.010243,0.330839,0.010257,0.271432,0.009614,0.301215,0.026087,0.437500,0.045485,0.193576,0.030988,0.020833,0.011186,0.197710,0.007402,0.374269,0.019145,-0.069842,0.020384,0.500000,0.043289,0.312500,0.035904
neuro_symbolic_predicate_planner,6,192,0.410403,0.010793,0.322356,0.010902,0.267235,0.009920,0.282986,0.025897,0.475694,0.047943,0.218750,0.031047,0.013021,0.008327,0.204916,0.008713,0.358468,0.020534,-0.055038,0.021116,0.519097,0.046262,0.329861,0.038140
neuro_symbolic_predicate_planner,7,192,0.402887,0.010472,0.330317,0.010620,0.272081,0.009741,0.259549,0.024800,0.455729,0.047747,0.172743,0.026358,0.017361,0.009637,0.197397,0.007566,0.372632,0.019513,-0.067502,0.020848,0.497396,0.044969,0.307292,0.036479
neuro_symbolic_predicate_planner,8,192,0.403080,0.010588,0.328569,0.010687,0.271761,0.009804,0.290799,0.026122,0.463542,0.047421,0.184896,0.025111,0.013889,0.008472,0.198094,0.007567,0.370796,0.019839,-0.066357,0.021162,0.506076,0.044703,0.296007,0.034682
neuro_symbolic_predicate_planner,9,192,0.392690,0.011093,0.338859,0.011266,0.279377,0.010561,0.292535,0.026399,0.433160,0.047030,0.182292,0.024022,0.015625,0.009392,0.192669,0.007566,0.389285,0.020943,-0.085921,0.022446,0.478299,0.046270,0.287326,0.037620
oracle_mechanics_preserving_planner,0,192,0.517784,0.008607,0.195780,0.003990,0.167664,0.004452,1.000000,0.000000,0.875000,0.046903,0.000868,0.001701,0.000000,0.000000,0.252975,0.006301,0.126201,0.008194,0.177264,0.010378,1.000000,0.000000,0.594618,0.058327
oracle_mechanics_preserving_planner,1,192,0.517422,0.008676,0.196527,0.004076,0.167326,0.004597,1.000000,0.000000,0.875000,0.046903,0.000868,0.001701,0.000000,0.000000,0.252975,0.006301,0.126423,0.008233,0.176712,0.010666,1.000000,0.000000,0.583333,0.058697
oracle_mechanics_preserving_planner,2,192,0.518649,0.008531,0.195701,0.003967,0.165639,0.004418,1.000000,0.000000,0.875000,0.046903,0.000000,0.000000,0.000000,0.000000,0.252975,0.006301,0.125622,0.008150,0.179633,0.010246,1.000000,0.000000,0.611979,0.056995
oracle_mechanics_preserving_planner,3,192,0.517971,0.008618,0.196065,0.003946,0.166633,0.004397,1.000000,0.000000,0.875000,0.046903,0.000000,0.000000,0.000000,0.000000,0.252975,0.006301,0.126031,0.008194,0.178028,0.010397,1.000000,0.000000,0.601562,0.056825
oracle_mechanics_preserving_planner,4,192,0.518507,0.008523,0.195562,0.003996,0.166248,0.004502,1.000000,0.000000,0.875000,0.046903,0.000868,0.001701,0.000000,0.000000,0.252975,0.006301,0.125685,0.008149,0.179133,0.010271,1.000000,0.000000,0.616319,0.057507
oracle_mechanics_preserving_planner,5,192,0.518076,0.008557,0.196305,0.004024,0.165949,0.004395,1.000000,0.000000,0.875000,0.046903,0.001736,0.002400,0.000000,0.000000,0.252975,0.006301,0.125941,0.008163,0.178487,0.010276,1.000000,0.000000,0.614583,0.057069
oracle_mechanics_preserving_planner,6,192,0.517752,0.008525,0.196019,0.003993,0.167274,0.004494,1.000000,0.000000,0.875000,0.046903,0.001736,0.002400,0.000000,0.000000,0.252975,0.006301,0.126056,0.008178,0.177374,0.010338,1.000000,0.000000,0.605035,0.058167
oracle_mechanics_preserving_planner,7,192,0.518785,0.008482,0.195238,0.003888,0.166249,0.004564,1.000000,0.000000,0.875000,0.046903,0.000000,0.000000,0.000000,0.000000,0.252975,0.006301,0.125531,0.008128,0.179598,0.010227,1.000000,0.000000,0.592014,0.058036
oracle_mechanics_preserving_planner,8,192,0.518333,0.008639,0.195377,0.003979,0.166997,0.004537,1.000000,0.000000,0.875000,0.046903,0.000000,0.000000,0.000000,0.000000,0.252975,0.006301,0.125912,0.008177,0.178527,0.010489,1.000000,0.000000,0.614583,0.056299
oracle_mechanics_preserving_planner,9,192,0.517552,0.008613,0.196389,0.004004,0.167063,0.004489,1.000000,0.000000,0.875000,0.046903,0.000000,0.000000,0.000000,0.000000,0.252975,0.006301,0.126252,0.008207,0.177111,0.010396,1.000000,0.000000,0.603299,0.057829
physics_aware_tamp,0,192,0.671215,0.014781,0.165787,0.008977,0.141426,0.006815,0.349826,0.027353,0.868056,0.046768,0.158854,0.022668,0.027778,0.013718,0.404969,0.010578,0.071670,0.015683,0.303145,0.020352,0.895833,0.037490,0.843750,0.040484
physics_aware_tamp,1,192,0.672663,0.014539,0.165517,0.009065,0.140001,0.006574,0.361111,0.030356,0.869792,0.046804,0.172743,0.029484,0.026910,0.014674,0.405447,0.010694,0.069346,0.015599,0.305574,0.019930,0.896701,0.038267,0.837674,0.040543
physics_aware_tamp,2,192,0.674772,0.014411,0.163856,0.008991,0.137902,0.006527,0.330729,0.026807,0.872396,0.046855,0.174479,0.023549,0.026042,0.012914,0.406571,0.010662,0.067859,0.015513,0.309686,0.019703,0.898438,0.038056,0.855035,0.039484
physics_aware_tamp,3,192,0.668012,0.014148,0.164496,0.008523,0.139716,0.006464,0.347222,0.027222,0.866319,0.046731,0.194444,0.025340,0.032118,0.015053,0.406172,0.010155,0.072551,0.014886,0.301417,0.019328,0.898438,0.035932,0.849826,0.037649
physics_aware_tamp,4,192,0.672687,0.013872,0.162549,0.008393,0.137638,0.006160,0.348958,0.025089,0.868056,0.046830,0.170139,0.027289,0.033854,0.015734,0.408019,0.010103,0.068739,0.014423,0.307942,0.018824,0.901910,0.035475,0.851562,0.037864
physics_aware_tamp,5,192,0.670839,0.014391,0.165112,0.008918,0.139318,0.006644,0.336806,0.030606,0.867188,0.046750,0.177083,0.029803,0.027778,0.015321,0.405852,0.010618,0.071445,0.015402,0.304307,0.019769,0.894965,0.038096,0.840278,0.040283
physics_aware_tamp,6,192,0.669908,0.015162,0.167434,0.009706,0.141708,0.007072,0.383681,0.030347,0.867188,0.046750,0.167535,0.023820,0.019965,0.012330,0.403653,0.011251,0.073632,0.016579,0.301232,0.021027,0.887153,0.040511,0.834201,0.043255
physics_aware_tamp,7,192,0.674415,0.014297,0.165355,0.008862,0.139752,0.006479,0.342014,0.027478,0.864583,0.046755,0.172743,0.029876,0.029514,0.016360,0.404960,0.010665,0.069535,0.015261,0.307804,0.019477,0.894097,0.037779,0.840278,0.040355
physics_aware_tamp,8,192,0.678215,0.014168,0.162035,0.008654,0.137965,0.006446,0.351562,0.028066,0.867188,0.046750,0.143229,0.023955,0.034722,0.017864,0.408618,0.010303,0.065601,0.014870,0.313280,0.019422,0.901910,0.035964,0.850694,0.039342
physics_aware_tamp,9,192,0.673506,0.014266,0.162844,0.008879,0.138037,0.006512,0.342882,0.029068,0.871528,0.046900,0.162326,0.021229,0.029514,0.014869,0.408185,0.010496,0.067781,0.015353,0.308232,0.019514,0.901042,0.037229,0.852431,0.039178
proposed_abstraction_failure_audit_v4,0,192,0.549719,0.004818,0.197742,0.003391,0.169933,0.003887,0.529514,0.026315,0.871528,0.046838,0.218750,0.030288,0.050347,0.021339,0.335257,0.004258,0.131596,0.003561,0.171869,0.006307,1.000000,0.000000,0.566840,0.053350
proposed_abstraction_failure_audit_v4,1,192,0.547284,0.005025,0.197633,0.003208,0.168905,0.003925,0.513889,0.028578,0.872396,0.046855,0.246528,0.033162,0.047743,0.021391,0.335883,0.004109,0.133161,0.003530,0.169974,0.006464,1.000000,0.000000,0.559896,0.051971
proposed_abstraction_failure_audit_v4,2,192,0.549794,0.004820,0.196746,0.003218,0.167021,0.003679,0.547743,0.029410,0.872396,0.046855,0.253472,0.030511,0.051215,0.020953,0.336313,0.004174,0.131080,0.003390,0.174175,0.006150,1.000000,0.000000,0.598958,0.050670
proposed_abstraction_failure_audit_v4,3,192,0.549245,0.004857,0.197321,0.003260,0.168140,0.003697,0.527778,0.029872,0.873264,0.046871,0.246528,0.026750,0.049479,0.021583,0.336028,0.004034,0.131453,0.003547,0.172606,0.006255,1.000000,0.000000,0.586806,0.050945
proposed_abstraction_failure_audit_v4,4,192,0.550085,0.004740,0.197370,0.003340,0.168353,0.003884,0.545139,0.029245,0.870660,0.046821,0.230035,0.028198,0.057292,0.023471,0.335525,0.003963,0.131342,0.003355,0.173476,0.006423,1.000000,0.000000,0.584201,0.052188
proposed_abstraction_failure_audit_v4,5,192,0.548078,0.005166,0.196272,0.003231,0.166538,0.003688,0.558160,0.031251,0.873264,0.046871,0.297743,0.030906,0.046007,0.020066,0.337637,0.004328,0.131902,0.003617,0.172526,0.006321,1.000000,0.000000,0.601562,0.050016
proposed_abstraction_failure_audit_v4,6,192,0.548681,0.004680,0.198610,0.003172,0.169893,0.003736,0.542535,0.028974,0.872396,0.046855,0.297743,0.032377,0.050347,0.021339,0.334256,0.003871,0.132654,0.003292,0.170777,0.006139,1.000000,0.000000,0.571181,0.051599
