seed,task,failure_family,split,method,n,actionable_failure,task_success,mechanical_violation_rate,damage_unsafe_rate,abstraction_failure_accuracy,mechanics_retention_recall,early_warning_recall,false_refinement_alarm_rate,planning_cost,planning_regret_to_oracle,robust_utility,intervention_rate,deployment_coverage
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,language_symbolic_planner,6,1.000000,0.395941,0.395860,0.321937,0.166667,0.000000,0.000000,0.000000,0.050000,0.496422,-0.086452,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,vla_direct_policy,6,1.000000,0.395941,0.395860,0.321937,0.666667,0.000000,0.000000,0.000000,0.080000,0.509022,-0.099052,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,neuro_symbolic_predicate_planner,6,1.000000,0.587131,0.166087,0.140868,0.833333,1.000000,0.000000,0.000000,0.255000,0.127695,0.282275,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,active_relational_abstraction,6,1.000000,0.587131,0.166087,0.140868,0.666667,1.000000,0.000000,0.000000,0.285000,0.140295,0.269675,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,llm_tamp_failure_reasoning,6,1.000000,0.657156,0.151645,0.126782,0.833333,1.000000,0.000000,0.000000,0.330000,0.070651,0.339319,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,runtime_monitor_replanner,6,1.000000,0.395941,0.395860,0.321937,0.666667,0.000000,0.000000,0.000000,0.125000,0.527922,-0.117952,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,grounded_geometric_tamp,6,1.000000,0.806244,0.108318,0.095790,0.666667,1.000000,0.000000,0.000000,0.419000,0.000000,0.498470,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,physics_aware_tamp,6,1.000000,0.816244,0.097486,0.084521,0.833333,1.000000,0.000000,0.000000,0.439000,0.000000,0.514467,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,affordance_graph_planner,6,1.000000,0.395941,0.395860,0.321937,0.333333,0.000000,0.000000,0.000000,0.145000,0.536322,-0.126352,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,learned_failure_classifier_tamp,6,1.000000,0.395941,0.395860,0.321937,0.666667,0.000000,0.000000,0.000000,0.170000,0.546822,-0.136852,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,semantic_model_predictive_planner,6,1.000000,0.657156,0.151645,0.126782,0.666667,1.000000,0.000000,0.000000,0.350000,0.079051,0.330919,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,proposed_abstraction_failure_audit_v4,6,1.000000,0.642131,0.166087,0.140868,0.666667,1.000000,0.000000,0.000000,0.315000,0.097895,0.312075,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,risk_bounded_abstraction_failure_audit_v5,6,1.000000,0.395941,0.395860,0.321937,0.833333,0.000000,0.000000,0.000000,0.195000,0.557322,-0.147352,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,nominal_abstraction,oracle_mechanics_preserving_planner,6,1.000000,0.587131,0.166087,0.140868,1.000000,1.000000,0.000000,0.000000,0.230000,0.117195,0.292775,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,language_symbolic_planner,6,1.000000,0.309194,0.463624,0.358091,0.000000,0.000000,0.000000,0.000000,0.050000,0.590928,-0.238533,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,vla_direct_policy,6,1.000000,0.328813,0.420436,0.325052,0.333333,0.000000,0.166667,0.000000,0.097833,0.542563,-0.190167,0.166667,0.166667
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,neuro_symbolic_predicate_planner,6,1.000000,0.459848,0.290328,0.223939,0.166667,0.666667,0.166667,0.000000,0.208000,0.309534,0.042862,0.666667,0.666667
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,active_relational_abstraction,6,1.000000,0.577491,0.188426,0.150850,0.666667,1.000000,0.500000,0.000000,0.302200,0.119727,0.232668,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,llm_tamp_failure_reasoning,6,1.000000,0.613451,0.180106,0.143051,0.333333,1.000000,0.166667,0.000000,0.332400,0.086010,0.266385,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,runtime_monitor_replanner,6,1.000000,0.333559,0.418400,0.321789,0.166667,0.000000,0.000000,0.000000,0.142833,0.553187,-0.200791,0.166667,0.166667
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,grounded_geometric_tamp,6,1.000000,0.770150,0.128647,0.108083,0.166667,1.000000,0.000000,0.000000,0.421000,0.000000,0.440895,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,physics_aware_tamp,6,1.000000,0.780150,0.115783,0.095367,0.333333,1.000000,0.166667,0.000000,0.441000,0.000000,0.459112,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,affordance_graph_planner,6,1.000000,0.363467,0.410785,0.315536,0.833333,0.166667,0.166667,0.000000,0.188500,0.533539,-0.181144,0.166667,0.166667
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,learned_failure_classifier_tamp,6,1.000000,0.366499,0.412092,0.320081,0.333333,0.166667,0.166667,0.000000,0.199567,0.539186,-0.186791,0.166667,0.166667
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,semantic_model_predictive_planner,6,1.000000,0.561425,0.229277,0.177609,0.500000,0.833333,0.166667,0.000000,0.322833,0.187419,0.164976,0.833333,0.833333
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,proposed_abstraction_failure_audit_v4,6,1.000000,0.596077,0.197259,0.158945,0.833333,1.000000,0.000000,0.000000,0.317000,0.118309,0.234086,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,risk_bounded_abstraction_failure_audit_v5,6,1.000000,0.309194,0.463624,0.358091,0.166667,0.000000,0.000000,0.000000,0.195000,0.651828,-0.299433,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,language_ambiguity_shift,oracle_mechanics_preserving_planner,6,1.000000,0.541077,0.197259,0.158945,1.000000,1.000000,0.000000,0.000000,0.232000,0.137609,0.214786,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,predicate_noise_shift,language_symbolic_planner,6,1.000000,0.294806,0.466715,0.377126,0.166667,0.000000,0.000000,0.000000,0.050000,0.610279,-0.268419,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,predicate_noise_shift,vla_direct_policy,6,1.000000,0.294806,0.466715,0.377126,0.333333,0.000000,0.000000,0.000000,0.080000,0.622879,-0.281019,0.000000,0.000000
0,tabletop_manipulation_with_support,erased_contact_force,predicate_noise_shift,neuro_symbolic_predicate_planner,6,1.000000,0.495992,0.243964,0.201080,0.500000,0.833333,0.166667,0.000000,0.232500,0.229795,0.112065,0.833333,0.666667
0,tabletop_manipulation_with_support,erased_contact_force,predicate_noise_shift,active_relational_abstraction,6,1.000000,0.558916,0.193030,0.162599,0.666667,1.000000,0.166667,0.000000,0.297133,0.136769,0.205091,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,predicate_noise_shift,llm_tamp_failure_reasoning,6,1.000000,0.630198,0.152572,0.129386,0.333333,1.000000,0.166667,0.000000,0.375533,0.061235,0.290825,1.000000,1.000000
0,tabletop_manipulation_with_support,erased_contact_force,predicate_noise_shift,runtime_monitor_replanner,6,1.000000,0.317454,0.423694,0.339402,0.500000,0.000000,0.166667,0.000000,0.142833,0.574508,-0.232648,0.166667,0.166667
0,tabletop_manipulation_with_support,erased_contact_force,predicate_noise_shift,grounded_geometric_tamp,6,1.000000,0.764813,0.129574,0.114555,0.333333,1.000000,0.000000,0.000000,0.421000,0.000000,0.430360,1.000000,1.000000
